Bnccindx,Calculation1,Category,Date
54.8732,Economic Mood Index,British Columbia,11/8/2019
55.5656,Economic Mood Index,British Columbia,11/15/2019
51.9301,Economic Mood Index,British Columbia,11/22/2019
53.3362,Economic Mood Index,British Columbia,11/29/2019
52.2653,Economic Mood Index,British Columbia,12/6/2019
51.787,Economic Mood Index,British Columbia,12/13/2019
52.859,Economic Mood Index,British Columbia,12/20/2019
54.8887,Economic Mood Index,British Columbia,12/27/2019
56.2386,Economic Mood Index,British Columbia,1/3/2020
57.1535,Economic Mood Index,British Columbia,1/10/2020
55.2226,Economic Mood Index,British Columbia,1/17/2020
55.2614,Economic Mood Index,British Columbia,1/24/2020
54.5086,Economic Mood Index,British Columbia,1/31/2020
55.3565,Economic Mood Index,British Columbia,2/7/2020
56.5453,Economic Mood Index,British Columbia,2/14/2020
53.4998,Economic Mood Index,British Columbia,2/21/2020
51.5579,Economic Mood Index,British Columbia,2/28/2020
51.4203,Economic Mood Index,British Columbia,3/6/2020
51.4046,Economic Mood Index,British Columbia,3/13/2020
48.659,Economic Mood Index,British Columbia,3/20/2020
44.0059,Economic Mood Index,British Columbia,3/27/2020
41.7464,Economic Mood Index,British Columbia,4/3/2020
36.0567,Economic Mood Index,British Columbia,4/10/2020
35.1942,Economic Mood Index,British Columbia,4/17/2020
34.4119,Economic Mood Index,British Columbia,4/24/2020
34.84,Economic Mood Index,British Columbia,5/1/2020
38.39,Economic Mood Index,British Columbia,5/8/2020
36.94,Economic Mood Index,British Columbia,5/15/2020
40.91,Economic Mood Index,British Columbia,5/22/2020
40.43,Economic Mood Index,British Columbia,5/29/2020
42.2,Economic Mood Index,British Columbia,6/5/2020
45.49,Economic Mood Index,British Columbia,6/12/2020
46.06,Economic Mood Index,British Columbia,6/19/2020
45.39,Economic Mood Index,British Columbia,6/26/2020
45.85,Economic Mood Index,British Columbia,7/3/2020
45.73,Economic Mood Index,British Columbia,7/10/2020
46.79,Economic Mood Index,British Columbia,7/17/2020
49.18,Economic Mood Index,British Columbia,7/24/2020
49.2,Economic Mood Index,British Columbia,7/31/2020
50.69,Economic Mood Index,British Columbia,8/7/2020
49.82,Economic Mood Index,British Columbia,8/14/2020
51.54,Economic Mood Index,British Columbia,8/21/2020
51.04,Economic Mood Index,British Columbia,8/28/2020
51.11,Economic Mood Index,British Columbia,9/4/2020
51.48,Economic Mood Index,British Columbia,9/11/2020
52.13,Economic Mood Index,British Columbia,9/18/2020
52.92,Economic Mood Index,British Columbia,9/25/2020
53.37,Economic Mood Index,British Columbia,10/2/2020
53.42,Economic Mood Index,British Columbia,10/9/2020
51.9,Economic Mood Index,British Columbia,10/16/2020
53.77,Economic Mood Index,British Columbia,10/23/2020
55.12,Economic Mood Index,British Columbia,10/30/2020
55.03,Economic Mood Index,British Columbia,11/6/2020
55.01,Economic Mood Index,British Columbia,11/13/2020
56.83,Economic Mood Index,British Columbia,11/20/2020
56.57,Economic Mood Index,British Columbia,11/27/2020
57.68,Economic Mood Index,British Columbia,12/4/2020
57.13,Economic Mood Index,British Columbia,12/11/2020
51.9069,Economic Mood Index,Canada,6/30/2008
52.4534,Economic Mood Index,Canada,9/30/2008
43.2784,Economic Mood Index,Canada,12/31/2008
44.2835,Economic Mood Index,Canada,3/31/2009
53.1708,Economic Mood Index,Canada,6/30/2009
58.7521,Economic Mood Index,Canada,9/30/2009
62.9191,Economic Mood Index,Canada,12/31/2009
61.2533,Economic Mood Index,Canada,3/31/2010
60.2358,Economic Mood Index,Canada,6/30/2010
57.7774,Economic Mood Index,Canada,9/30/2010
57.2604,Economic Mood Index,Canada,12/31/2010
60.0324,Economic Mood Index,Canada,3/31/2011
58.6386,Economic Mood Index,Canada,6/30/2011
54.5545,Economic Mood Index,Canada,9/30/2011
55.7506,Economic Mood Index,Canada,12/31/2011
54.2845,Economic Mood Index,Canada,2/28/2012
55.9775,Economic Mood Index,Canada,3/31/2012
55.0927,Economic Mood Index,Canada,4/30/2012
55.2252,Economic Mood Index,Canada,5/31/2012
52.9488,Economic Mood Index,Canada,6/30/2012
51.9917,Economic Mood Index,Canada,7/31/2012
52.565,Economic Mood Index,Canada,8/31/2012
53.6451,Economic Mood Index,Canada,9/30/2012
53.2531,Economic Mood Index,Canada,10/31/2012
52.4006,Economic Mood Index,Canada,11/30/2012
52.9085,Economic Mood Index,Canada,12/31/2012
53.8629,Economic Mood Index,Canada,1/31/2013
51.4097,Economic Mood Index,Canada,2/28/2013
50.1906,Economic Mood Index,Canada,3/31/2013
50.2959,Economic Mood Index,Canada,4/30/2013
53.3918,Economic Mood Index,Canada,5/24/2013
54.8089,Economic Mood Index,Canada,5/31/2013
57.4982,Economic Mood Index,Canada,6/7/2013
57.6144,Economic Mood Index,Canada,6/14/2013
57.2703,Economic Mood Index,Canada,6/21/2013
58.2258,Economic Mood Index,Canada,6/28/2013
58.457,Economic Mood Index,Canada,7/5/2013
58.4931,Economic Mood Index,Canada,7/12/2013
58.2053,Economic Mood Index,Canada,7/19/2013
58.0776,Economic Mood Index,Canada,7/26/2013
58.8909,Economic Mood Index,Canada,8/2/2013
58.4686,Economic Mood Index,Canada,8/9/2013
57.5061,Economic Mood Index,Canada,8/16/2013
57.0121,Economic Mood Index,Canada,8/23/2013
56.8276,Economic Mood Index,Canada,8/30/2013
57.3056,Economic Mood Index,Canada,9/6/2013
58.6864,Economic Mood Index,Canada,9/13/2013
59.2273,Economic Mood Index,Canada,9/20/2013
59.7516,Economic Mood Index,Canada,9/27/2013
59.0415,Economic Mood Index,Canada,10/4/2013
58.5047,Economic Mood Index,Canada,10/11/2013
58.0305,Economic Mood Index,Canada,10/18/2013
57.6863,Economic Mood Index,Canada,10/25/2013
58.4909,Economic Mood Index,Canada,11/1/2013
58.1865,Economic Mood Index,Canada,11/8/2013
58.9834,Economic Mood Index,Canada,11/15/2013
59.4244,Economic Mood Index,Canada,11/22/2013
58.8797,Economic Mood Index,Canada,11/29/2013
59.2778,Economic Mood Index,Canada,12/6/2013
58.3154,Economic Mood Index,Canada,12/13/2013
57.7988,Economic Mood Index,Canada,12/20/2013
58.4317,Economic Mood Index,Canada,12/27/2013
58.7556,Economic Mood Index,Canada,1/3/2014
59.216,Economic Mood Index,Canada,1/10/2014
58.6771,Economic Mood Index,Canada,1/17/2014
57.6076,Economic Mood Index,Canada,1/24/2014
56.6361,Economic Mood Index,Canada,1/31/2014
55.9965,Economic Mood Index,Canada,2/7/2014
57.0538,Economic Mood Index,Canada,2/14/2014
57.5981,Economic Mood Index,Canada,2/21/2014
58.617,Economic Mood Index,Canada,2/28/2014
59.2292,Economic Mood Index,Canada,3/7/2014
58.3932,Economic Mood Index,Canada,3/14/2014
58.0486,Economic Mood Index,Canada,3/21/2014
57.9547,Economic Mood Index,Canada,3/28/2014
58.0749,Economic Mood Index,Canada,4/4/2014
59.0362,Economic Mood Index,Canada,4/11/2014
60.0009,Economic Mood Index,Canada,4/18/2014
60.0746,Economic Mood Index,Canada,4/25/2014
59.6218,Economic Mood Index,Canada,5/2/2014
59.4884,Economic Mood Index,Canada,5/9/2014
59.5572,Economic Mood Index,Canada,5/16/2014
59.5831,Economic Mood Index,Canada,5/23/2014
60.0387,Economic Mood Index,Canada,5/30/2014
59.5421,Economic Mood Index,Canada,6/6/2014
58.6909,Economic Mood Index,Canada,6/13/2014
58.505,Economic Mood Index,Canada,6/20/2014
59.1959,Economic Mood Index,Canada,6/27/2014
59.8706,Economic Mood Index,Canada,7/4/2014
60.4986,Economic Mood Index,Canada,7/11/2014
60.6046,Economic Mood Index,Canada,7/18/2014
59.7468,Economic Mood Index,Canada,7/25/2014
58.9495,Economic Mood Index,Canada,8/1/2014
58.5913,Economic Mood Index,Canada,8/8/2014
58.8328,Economic Mood Index,Canada,8/15/2014
58.9658,Economic Mood Index,Canada,8/22/2014
58.9962,Economic Mood Index,Canada,8/29/2014
59.1039,Economic Mood Index,Canada,9/5/2014
58.7624,Economic Mood Index,Canada,9/12/2014
59.275,Economic Mood Index,Canada,9/19/2014
60.0108,Economic Mood Index,Canada,9/26/2014
59.636,Economic Mood Index,Canada,10/3/2014
59.1741,Economic Mood Index,Canada,10/10/2014
58.4045,Economic Mood Index,Canada,10/17/2014
57.8971,Economic Mood Index,Canada,10/24/2014
57.858,Economic Mood Index,Canada,10/31/2014
57.7922,Economic Mood Index,Canada,11/7/2014
57.9777,Economic Mood Index,Canada,11/14/2014
57.3917,Economic Mood Index,Canada,11/21/2014
57.9897,Economic Mood Index,Canada,11/28/2014
57.3806,Economic Mood Index,Canada,12/5/2014
56.9552,Economic Mood Index,Canada,12/12/2014
56.2034,Economic Mood Index,Canada,12/19/2014
55.094,Economic Mood Index,Canada,12/26/2014
55.7515,Economic Mood Index,Canada,1/2/2015
56.1133,Economic Mood Index,Canada,1/9/2015
56.8222,Economic Mood Index,Canada,1/16/2015
56.4693,Economic Mood Index,Canada,1/23/2015
55.6304,Economic Mood Index,Canada,1/30/2015
54.5703,Economic Mood Index,Canada,2/6/2015
54.153,Economic Mood Index,Canada,2/13/2015
53.8415,Economic Mood Index,Canada,2/20/2015
53.6264,Economic Mood Index,Canada,2/27/2015
54.2248,Economic Mood Index,Canada,3/6/2015
54.556,Economic Mood Index,Canada,3/13/2015
55.0231,Economic Mood Index,Canada,3/20/2015
55.5914,Economic Mood Index,Canada,3/27/2015
55.0384,Economic Mood Index,Canada,4/3/2015
55.3664,Economic Mood Index,Canada,4/10/2015
56.089,Economic Mood Index,Canada,4/17/2015
56.1471,Economic Mood Index,Canada,4/24/2015
56.7571,Economic Mood Index,Canada,5/1/2015
56.8296,Economic Mood Index,Canada,5/8/2015
56.3018,Economic Mood Index,Canada,5/15/2015
56.8697,Economic Mood Index,Canada,5/22/2015
56.6906,Economic Mood Index,Canada,5/29/2015
56.2618,Economic Mood Index,Canada,6/5/2015
56.6635,Economic Mood Index,Canada,6/12/2015
56.6109,Economic Mood Index,Canada,6/19/2015
56.8081,Economic Mood Index,Canada,6/26/2015
56.6053,Economic Mood Index,Canada,7/3/2015
56.1304,Economic Mood Index,Canada,7/10/2015
55.0035,Economic Mood Index,Canada,7/17/2015
53.408,Economic Mood Index,Canada,7/24/2015
52.3133,Economic Mood Index,Canada,7/31/2015
52.0377,Economic Mood Index,Canada,8/7/2015
52.3158,Economic Mood Index,Canada,8/14/2015
53.203,Economic Mood Index,Canada,8/21/2015
53.719,Economic Mood Index,Canada,8/28/2015
53.2657,Economic Mood Index,Canada,9/4/2015
53.3088,Economic Mood Index,Canada,9/11/2015
53.2253,Economic Mood Index,Canada,9/18/2015
54.3694,Economic Mood Index,Canada,9/25/2015
55.5519,Economic Mood Index,Canada,10/2/2015
56.0029,Economic Mood Index,Canada,10/9/2015
56.6862,Economic Mood Index,Canada,10/16/2015
57.533,Economic Mood Index,Canada,10/23/2015
57.9231,Economic Mood Index,Canada,10/30/2015
58.3062,Economic Mood Index,Canada,11/6/2015
58.6217,Economic Mood Index,Canada,11/13/2015
57.7384,Economic Mood Index,Canada,11/20/2015
56.7697,Economic Mood Index,Canada,11/27/2015
56.2076,Economic Mood Index,Canada,12/4/2015
55.3184,Economic Mood Index,Canada,12/11/2015
55.0342,Economic Mood Index,Canada,12/18/2015
54.5363,Economic Mood Index,Canada,12/25/2015
53.7727,Economic Mood Index,Canada,1/1/2016
53.7805,Economic Mood Index,Canada,1/8/2016
53.0054,Economic Mood Index,Canada,1/15/2016
52.3145,Economic Mood Index,Canada,1/22/2016
52.0714,Economic Mood Index,Canada,1/29/2016
52.1655,Economic Mood Index,Canada,2/5/2016
52.1344,Economic Mood Index,Canada,2/12/2016
53.4745,Economic Mood Index,Canada,2/19/2016
53.6127,Economic Mood Index,Canada,2/26/2016
53.3604,Economic Mood Index,Canada,3/4/2016
53.9694,Economic Mood Index,Canada,3/11/2016
53.838,Economic Mood Index,Canada,3/18/2016
54.5169,Economic Mood Index,Canada,3/25/2016
54.7444,Economic Mood Index,Canada,4/1/2016
55.0087,Economic Mood Index,Canada,4/8/2016
55.8709,Economic Mood Index,Canada,4/15/2016
55.8687,Economic Mood Index,Canada,4/22/2016
56.923,Economic Mood Index,Canada,4/29/2016
57.6818,Economic Mood Index,Canada,5/6/2016
57.2556,Economic Mood Index,Canada,5/13/2016
57.746,Economic Mood Index,Canada,5/20/2016
57.5081,Economic Mood Index,Canada,5/27/2016
57.7869,Economic Mood Index,Canada,6/3/2016
57.9291,Economic Mood Index,Canada,6/10/2016
58.3856,Economic Mood Index,Canada,6/17/2016
58.3273,Economic Mood Index,Canada,6/24/2016
56.6833,Economic Mood Index,Canada,6/30/2016
56.9477,Economic Mood Index,Canada,7/8/2016
57.2503,Economic Mood Index,Canada,7/15/2016
57.5486,Economic Mood Index,Canada,7/22/2016
59.529,Economic Mood Index,Canada,7/29/2016
59.8965,Economic Mood Index,Canada,8/5/2016
59.3154,Economic Mood Index,Canada,8/12/2016
59.9252,Economic Mood Index,Canada,8/19/2016
59.2745,Economic Mood Index,Canada,8/26/2016
58.4413,Economic Mood Index,Canada,9/2/2016
57.7233,Economic Mood Index,Canada,9/9/2016
56.6716,Economic Mood Index,Canada,9/16/2016
56.5017,Economic Mood Index,Canada,9/23/2016
56.4804,Economic Mood Index,Canada,9/30/2016
57.1292,Economic Mood Index,Canada,10/7/2016
56.7753,Economic Mood Index,Canada,10/14/2016
56.3501,Economic Mood Index,Canada,10/21/2016
56.2364,Economic Mood Index,Canada,10/28/2016
55.8246,Economic Mood Index,Canada,11/4/2016
55.6005,Economic Mood Index,Canada,11/11/2016
55.5627,Economic Mood Index,Canada,11/18/2016
55.6371,Economic Mood Index,Canada,11/25/2016
55.5687,Economic Mood Index,Canada,12/2/2016
56.1543,Economic Mood Index,Canada,12/9/2016
56.566,Economic Mood Index,Canada,12/16/2016
56.6809,Economic Mood Index,Canada,12/23/2016
56.8217,Economic Mood Index,Canada,12/30/2016
56.5031,Economic Mood Index,Canada,1/6/2017
56.2495,Economic Mood Index,Canada,1/13/2017
56.4156,Economic Mood Index,Canada,1/20/2017
56.0602,Economic Mood Index,Canada,1/27/2017
57.3032,Economic Mood Index,Canada,2/3/2017
57.2844,Economic Mood Index,Canada,2/10/2017
57.6532,Economic Mood Index,Canada,2/17/2017
58.1465,Economic Mood Index,Canada,2/24/2017
57.4246,Economic Mood Index,Canada,3/3/2017
58.22,Economic Mood Index,Canada,3/10/2017
59.1632,Economic Mood Index,Canada,3/17/2017
58.4755,Economic Mood Index,Canada,3/24/2017
58.6804,Economic Mood Index,Canada,3/31/2017
58.903,Economic Mood Index,Canada,4/7/2017
58.624,Economic Mood Index,Canada,4/13/2017
59.1354,Economic Mood Index,Canada,4/21/2017
59.4411,Economic Mood Index,Canada,4/28/2017
58.9848,Economic Mood Index,Canada,5/5/2017
58.1014,Economic Mood Index,Canada,5/12/2017
57.8897,Economic Mood Index,Canada,5/19/2017
58.5021,Economic Mood Index,Canada,5/26/2017
57.9073,Economic Mood Index,Canada,6/2/2017
57.8214,Economic Mood Index,Canada,6/9/2017
58.0491,Economic Mood Index,Canada,6/16/2017
57.7312,Economic Mood Index,Canada,6/23/2017
58.3723,Economic Mood Index,Canada,6/30/2017
58.2614,Economic Mood Index,Canada,7/7/2017
58.2379,Economic Mood Index,Canada,7/14/2017
58.752,Economic Mood Index,Canada,7/21/2017
59.5191,Economic Mood Index,Canada,7/28/2017
60.4508,Economic Mood Index,Canada,8/4/2017
61.1897,Economic Mood Index,Canada,8/11/2017
60.9507,Economic Mood Index,Canada,8/18/2017
59.6765,Economic Mood Index,Canada,8/25/2017
58.9015,Economic Mood Index,Canada,9/1/2017
58.4477,Economic Mood Index,Canada,9/8/2017
58.4242,Economic Mood Index,Canada,9/15/2017
58.8851,Economic Mood Index,Canada,9/22/2017
58.3008,Economic Mood Index,Canada,9/29/2017
58.3994,Economic Mood Index,Canada,10/6/2017
57.8824,Economic Mood Index,Canada,10/13/2017
57.6733,Economic Mood Index,Canada,10/20/2017
57.5988,Economic Mood Index,Canada,10/27/2017
58.0403,Economic Mood Index,Canada,11/3/2017
58.8349,Economic Mood Index,Canada,11/10/2017
59.4592,Economic Mood Index,Canada,11/17/2017
58.7325,Economic Mood Index,Canada,11/24/2017
58.679,Economic Mood Index,Canada,12/1/2017
58.9523,Economic Mood Index,Canada,12/8/2017
60.1268,Economic Mood Index,Canada,12/15/2017
61.2063,Economic Mood Index,Canada,12/22/2017
62.1699,Economic Mood Index,Canada,12/29/2017
61.9074,Economic Mood Index,Canada,1/5/2018
60.5479,Economic Mood Index,Canada,1/12/2018
60.0422,Economic Mood Index,Canada,1/19/2018
59.1195,Economic Mood Index,Canada,1/26/2018
58.9848,Economic Mood Index,Canada,2/2/2018
58.592,Economic Mood Index,Canada,2/9/2018
58.3168,Economic Mood Index,Canada,2/16/2018
58.1802,Economic Mood Index,Canada,2/23/2018
57.6884,Economic Mood Index,Canada,3/2/2018
56.6604,Economic Mood Index,Canada,3/9/2018
56.2364,Economic Mood Index,Canada,3/16/2018
56.1893,Economic Mood Index,Canada,3/23/2018
56.8307,Economic Mood Index,Canada,3/29/2018
57.7862,Economic Mood Index,Canada,4/6/2018
57.7106,Economic Mood Index,Canada,4/13/2018
58.0741,Economic Mood Index,Canada,4/20/2018
57.8671,Economic Mood Index,Canada,4/27/2018
58.0371,Economic Mood Index,Canada,5/4/2018
58.2312,Economic Mood Index,Canada,5/11/2018
57.9992,Economic Mood Index,Canada,5/18/2018
57.2099,Economic Mood Index,Canada,5/25/2018
57.4687,Economic Mood Index,Canada,6/1/2018
57.3174,Economic Mood Index,Canada,6/8/2018
57.0543,Economic Mood Index,Canada,6/15/2018
55.2832,Economic Mood Index,Canada,6/22/2018
54.8724,Economic Mood Index,Canada,6/29/2018
54.4616,Economic Mood Index,Canada,7/6/2018
54.2113,Economic Mood Index,Canada,7/13/2018
54.3112,Economic Mood Index,Canada,7/20/2018
54.7333,Economic Mood Index,Canada,7/27/2018
55.3972,Economic Mood Index,Canada,8/3/2018
55.8709,Economic Mood Index,Canada,8/10/2018
56.5828,Economic Mood Index,Canada,8/17/2018
56.6591,Economic Mood Index,Canada,8/24/2018
56.523,Economic Mood Index,Canada,8/31/2018
55.9448,Economic Mood Index,Canada,9/7/2018
55.1267,Economic Mood Index,Canada,9/14/2018
55.6541,Economic Mood Index,Canada,9/21/2018
55.1968,Economic Mood Index,Canada,9/28/2018
55.686,Economic Mood Index,Canada,10/5/2018
56.2988,Economic Mood Index,Canada,10/12/2018
57.4283,Economic Mood Index,Canada,10/19/2018
58.0133,Economic Mood Index,Canada,10/26/2018
57.6448,Economic Mood Index,Canada,11/2/2018
57.589,Economic Mood Index,Canada,11/9/2018
56.5849,Economic Mood Index,Canada,11/16/2018
55.0942,Economic Mood Index,Canada,11/23/2018
53.6154,Economic Mood Index,Canada,11/30/2018
53.7547,Economic Mood Index,Canada,12/7/2018
54.0694,Economic Mood Index,Canada,12/14/2018
54.7162,Economic Mood Index,Canada,12/21/2018
55.0893,Economic Mood Index,Canada,12/28/2018
55.5116,Economic Mood Index,Canada,1/4/2019
54.497,Economic Mood Index,Canada,1/11/2019
54.5349,Economic Mood Index,Canada,1/18/2019
54.4269,Economic Mood Index,Canada,1/25/2019
54.1523,Economic Mood Index,Canada,2/1/2019
54.2947,Economic Mood Index,Canada,2/8/2019
54.7819,Economic Mood Index,Canada,2/15/2019
54.4314,Economic Mood Index,Canada,2/22/2019
54.9592,Economic Mood Index,Canada,3/1/2019
55.4837,Economic Mood Index,Canada,3/8/2019
55.2442,Economic Mood Index,Canada,3/15/2019
55.3591,Economic Mood Index,Canada,3/22/2019
55.44,Economic Mood Index,Canada,3/29/2019
55.5253,Economic Mood Index,Canada,4/5/2019
55.7807,Economic Mood Index,Canada,4/12/2019
55.2071,Economic Mood Index,Canada,4/19/2019
54.937,Economic Mood Index,Canada,4/26/2019
54.8867,Economic Mood Index,Canada,5/3/2019
54.74,Economic Mood Index,Canada,5/10/2019
55.1081,Economic Mood Index,Canada,5/17/2019
55.7057,Economic Mood Index,Canada,5/24/2019
55.5337,Economic Mood Index,Canada,5/31/2019
56.3941,Economic Mood Index,Canada,6/7/2019
56.8997,Economic Mood Index,Canada,6/14/2019
57.7541,Economic Mood Index,Canada,6/21/2019
58.3018,Economic Mood Index,Canada,6/28/2019
58.7526,Economic Mood Index,Canada,7/5/2019
59.0639,Economic Mood Index,Canada,7/12/2019
58.3365,Economic Mood Index,Canada,7/19/2019
58.2265,Economic Mood Index,Canada,7/26/2019
58.5534,Economic Mood Index,Canada,8/2/2019
57.826,Economic Mood Index,Canada,8/9/2019
57.3163,Economic Mood Index,Canada,8/16/2019
57.03,Economic Mood Index,Canada,8/23/2019
56.4421,Economic Mood Index,Canada,8/30/2019
56.473,Economic Mood Index,Canada,9/6/2019
56.7396,Economic Mood Index,Canada,9/13/2019
57.378,Economic Mood Index,Canada,9/20/2019
57.8394,Economic Mood Index,Canada,9/27/2019
58.2407,Economic Mood Index,Canada,10/4/2019
57.9898,Economic Mood Index,Canada,10/11/2019
57.5397,Economic Mood Index,Canada,10/18/2019
57.4348,Economic Mood Index,Canada,10/25/2019
56.743,Economic Mood Index,Canada,11/1/2019
57.0065,Economic Mood Index,Canada,11/8/2019
56.2251,Economic Mood Index,Canada,11/15/2019
55.0027,Economic Mood Index,Canada,11/22/2019
54.8379,Economic Mood Index,Canada,11/29/2019
55.0862,Economic Mood Index,Canada,12/6/2019
55.2653,Economic Mood Index,Canada,12/13/2019
56.6866,Economic Mood Index,Canada,12/20/2019
56.7989,Economic Mood Index,Canada,12/27/2019
56.5336,Economic Mood Index,Canada,1/3/2020
57.0627,Economic Mood Index,Canada,1/10/2020
56.0766,Economic Mood Index,Canada,1/17/2020
56.5074,Economic Mood Index,Canada,1/24/2020
56.3784,Economic Mood Index,Canada,1/31/2020
