Bnccexp,Calculation1,Category,Date
29.53,Expectations Index,Ontario,5/15/2020
28.9,Expectations Index,Ontario,5/22/2020
29.96,Expectations Index,Ontario,5/29/2020
32.4,Expectations Index,Ontario,6/5/2020
36.99,Expectations Index,Ontario,6/12/2020
39.29,Expectations Index,Ontario,6/19/2020
38.68,Expectations Index,Ontario,6/26/2020
38.41,Expectations Index,Ontario,7/3/2020
39.83,Expectations Index,Ontario,7/10/2020
43.91,Expectations Index,Ontario,7/17/2020
47.57,Expectations Index,Ontario,7/24/2020
51.49,Expectations Index,Ontario,7/31/2020
52.31,Expectations Index,Ontario,8/7/2020
54.73,Expectations Index,Ontario,8/14/2020
55.1,Expectations Index,Ontario,8/21/2020
56.37,Expectations Index,Ontario,8/28/2020
53.68,Expectations Index,Ontario,9/4/2020
52.04,Expectations Index,Ontario,9/11/2020
53.11,Expectations Index,Ontario,9/18/2020
51.19,Expectations Index,Ontario,9/25/2020
52.29,Expectations Index,Ontario,10/2/2020
51.72,Expectations Index,Ontario,10/9/2020
49.9,Expectations Index,Ontario,10/16/2020
50.24,Expectations Index,Ontario,10/23/2020
51.02,Expectations Index,Ontario,10/30/2020
51.05,Expectations Index,Ontario,11/6/2020
53.63,Expectations Index,Ontario,11/13/2020
55.1,Expectations Index,Ontario,11/20/2020
49.6664,Expectations Index,Quebec,6/30/2008
47.0814,Expectations Index,Quebec,9/30/2008
32.2554,Expectations Index,Quebec,12/31/2008
33.8163,Expectations Index,Quebec,3/31/2009
45.1905,Expectations Index,Quebec,6/30/2009
59.0747,Expectations Index,Quebec,9/30/2009
63.3962,Expectations Index,Quebec,12/31/2009
62.2405,Expectations Index,Quebec,3/31/2010
64.809,Expectations Index,Quebec,6/30/2010
62.4164,Expectations Index,Quebec,9/30/2010
57.0549,Expectations Index,Quebec,12/31/2010
59.634,Expectations Index,Quebec,3/31/2011
56.8629,Expectations Index,Quebec,6/30/2011
51.8838,Expectations Index,Quebec,9/30/2011
51.2728,Expectations Index,Quebec,12/31/2011
52.9507,Expectations Index,Quebec,2/28/2012
53.1512,Expectations Index,Quebec,3/31/2012
52.5667,Expectations Index,Quebec,4/30/2012
54.5286,Expectations Index,Quebec,5/31/2012
53.7269,Expectations Index,Quebec,6/30/2012
53.1755,Expectations Index,Quebec,7/31/2012
53.8049,Expectations Index,Quebec,8/31/2012
51.2663,Expectations Index,Quebec,9/30/2012
49.9031,Expectations Index,Quebec,10/31/2012
51.8547,Expectations Index,Quebec,11/30/2012
55.7233,Expectations Index,Quebec,12/31/2012
52.8746,Expectations Index,Quebec,1/31/2013
49.4585,Expectations Index,Quebec,2/28/2013
48.6904,Expectations Index,Quebec,3/31/2013
45.5165,Expectations Index,Quebec,4/30/2013
54.1766,Expectations Index,Quebec,5/24/2013
54.1046,Expectations Index,Quebec,5/31/2013
55.5085,Expectations Index,Quebec,6/7/2013
54.8433,Expectations Index,Quebec,6/14/2013
52.5949,Expectations Index,Quebec,6/21/2013
54.1399,Expectations Index,Quebec,6/28/2013
51.0944,Expectations Index,Quebec,7/5/2013
51.0779,Expectations Index,Quebec,7/12/2013
50.8396,Expectations Index,Quebec,7/19/2013
51.3141,Expectations Index,Quebec,7/26/2013
53.0826,Expectations Index,Quebec,8/2/2013
54.4718,Expectations Index,Quebec,8/9/2013
52.7611,Expectations Index,Quebec,8/16/2013
51.6103,Expectations Index,Quebec,8/23/2013
52.5264,Expectations Index,Quebec,8/30/2013
50.4396,Expectations Index,Quebec,9/6/2013
51.9226,Expectations Index,Quebec,9/13/2013
53.4431,Expectations Index,Quebec,9/20/2013
52.6312,Expectations Index,Quebec,9/27/2013
52.9972,Expectations Index,Quebec,10/4/2013
52.5197,Expectations Index,Quebec,10/11/2013
51.872,Expectations Index,Quebec,10/18/2013
52.4272,Expectations Index,Quebec,10/25/2013
52.685,Expectations Index,Quebec,11/1/2013
52.7951,Expectations Index,Quebec,11/8/2013
53.3676,Expectations Index,Quebec,11/15/2013
51.9897,Expectations Index,Quebec,11/22/2013
51.9674,Expectations Index,Quebec,11/29/2013
51.1914,Expectations Index,Quebec,12/6/2013
50.7471,Expectations Index,Quebec,12/13/2013
51.4547,Expectations Index,Quebec,12/20/2013
51.6974,Expectations Index,Quebec,12/27/2013
53.9042,Expectations Index,Quebec,1/3/2014
52.6984,Expectations Index,Quebec,1/10/2014
52.8852,Expectations Index,Quebec,1/17/2014
51.2853,Expectations Index,Quebec,1/24/2014
48.7144,Expectations Index,Quebec,1/31/2014
49.6632,Expectations Index,Quebec,2/7/2014
50.7341,Expectations Index,Quebec,2/14/2014
51.61,Expectations Index,Quebec,2/21/2014
51.6183,Expectations Index,Quebec,2/28/2014
52.9222,Expectations Index,Quebec,3/7/2014
51.0607,Expectations Index,Quebec,3/14/2014
51.4941,Expectations Index,Quebec,3/21/2014
53.8645,Expectations Index,Quebec,3/28/2014
52.7012,Expectations Index,Quebec,4/4/2014
56.058,Expectations Index,Quebec,4/11/2014
57.6028,Expectations Index,Quebec,4/18/2014
56.0796,Expectations Index,Quebec,4/25/2014
56.7041,Expectations Index,Quebec,5/2/2014
53.5333,Expectations Index,Quebec,5/9/2014
52.1507,Expectations Index,Quebec,5/16/2014
52.1582,Expectations Index,Quebec,5/23/2014
52.5594,Expectations Index,Quebec,5/30/2014
54.7484,Expectations Index,Quebec,6/6/2014
54.5778,Expectations Index,Quebec,6/13/2014
54.8284,Expectations Index,Quebec,6/20/2014
53.7752,Expectations Index,Quebec,6/27/2014
53.1107,Expectations Index,Quebec,7/4/2014
54.7697,Expectations Index,Quebec,7/11/2014
54.8372,Expectations Index,Quebec,7/18/2014
54.0178,Expectations Index,Quebec,7/25/2014
53.5003,Expectations Index,Quebec,8/1/2014
52.2904,Expectations Index,Quebec,8/8/2014
51.952,Expectations Index,Quebec,8/15/2014
52.4237,Expectations Index,Quebec,8/22/2014
50.9866,Expectations Index,Quebec,8/29/2014
49.8151,Expectations Index,Quebec,9/5/2014
49.4444,Expectations Index,Quebec,9/12/2014
48.8546,Expectations Index,Quebec,9/19/2014
49.1316,Expectations Index,Quebec,9/26/2014
47.9623,Expectations Index,Quebec,10/3/2014
47.8267,Expectations Index,Quebec,10/10/2014
47.9655,Expectations Index,Quebec,10/17/2014
48.1287,Expectations Index,Quebec,10/24/2014
49.8083,Expectations Index,Quebec,10/31/2014
51.3781,Expectations Index,Quebec,11/7/2014
52.0001,Expectations Index,Quebec,11/14/2014
50.3065,Expectations Index,Quebec,11/21/2014
50.7632,Expectations Index,Quebec,11/28/2014
48.4261,Expectations Index,Quebec,12/5/2014
47.1584,Expectations Index,Quebec,12/12/2014
47.3628,Expectations Index,Quebec,12/19/2014
46.5618,Expectations Index,Quebec,12/26/2014
49.0751,Expectations Index,Quebec,1/2/2015
50.7665,Expectations Index,Quebec,1/9/2015
50.7786,Expectations Index,Quebec,1/16/2015
50.009,Expectations Index,Quebec,1/23/2015
48.2892,Expectations Index,Quebec,1/30/2015
46.2704,Expectations Index,Quebec,2/6/2015
46.8795,Expectations Index,Quebec,2/13/2015
46.7232,Expectations Index,Quebec,2/20/2015
45.5407,Expectations Index,Quebec,2/27/2015
46.4942,Expectations Index,Quebec,3/6/2015
47.3081,Expectations Index,Quebec,3/13/2015
47.4702,Expectations Index,Quebec,3/20/2015
48.5719,Expectations Index,Quebec,3/27/2015
48.7194,Expectations Index,Quebec,4/3/2015
49.4855,Expectations Index,Quebec,4/10/2015
50.5662,Expectations Index,Quebec,4/17/2015
51.7671,Expectations Index,Quebec,4/24/2015
52.6681,Expectations Index,Quebec,5/1/2015
51.793,Expectations Index,Quebec,5/8/2015
51.7281,Expectations Index,Quebec,5/15/2015
49.6145,Expectations Index,Quebec,5/22/2015
50.0885,Expectations Index,Quebec,5/29/2015
49.5352,Expectations Index,Quebec,6/5/2015
48.1543,Expectations Index,Quebec,6/12/2015
49.5254,Expectations Index,Quebec,6/19/2015
48.5056,Expectations Index,Quebec,6/26/2015
48.1438,Expectations Index,Quebec,7/3/2015
49.6464,Expectations Index,Quebec,7/10/2015
47.5036,Expectations Index,Quebec,7/17/2015
45.2955,Expectations Index,Quebec,7/24/2015
43.7979,Expectations Index,Quebec,7/31/2015
42.2946,Expectations Index,Quebec,8/7/2015
41.3833,Expectations Index,Quebec,8/14/2015
42.3549,Expectations Index,Quebec,8/21/2015
43.9666,Expectations Index,Quebec,8/28/2015
44.2755,Expectations Index,Quebec,9/4/2015
47.2675,Expectations Index,Quebec,9/11/2015
47.0707,Expectations Index,Quebec,9/18/2015
48.4627,Expectations Index,Quebec,9/25/2015
48.1809,Expectations Index,Quebec,10/2/2015
48.8249,Expectations Index,Quebec,10/9/2015
48.9646,Expectations Index,Quebec,10/16/2015
51.1655,Expectations Index,Quebec,10/23/2015
54.2388,Expectations Index,Quebec,10/30/2015
55.4904,Expectations Index,Quebec,11/6/2015
59.0486,Expectations Index,Quebec,11/13/2015
57.1405,Expectations Index,Quebec,11/20/2015
55.0996,Expectations Index,Quebec,11/27/2015
52.2772,Expectations Index,Quebec,12/4/2015
49.719,Expectations Index,Quebec,12/11/2015
50.9997,Expectations Index,Quebec,12/18/2015
50.3634,Expectations Index,Quebec,12/25/2015
51.5663,Expectations Index,Quebec,1/1/2016
52.8892,Expectations Index,Quebec,1/8/2016
49.5671,Expectations Index,Quebec,1/15/2016
47.5543,Expectations Index,Quebec,1/22/2016
45.1871,Expectations Index,Quebec,1/29/2016
43.8468,Expectations Index,Quebec,2/5/2016
43.1017,Expectations Index,Quebec,2/12/2016
46.3456,Expectations Index,Quebec,2/19/2016
48.7828,Expectations Index,Quebec,2/26/2016
48.4647,Expectations Index,Quebec,3/4/2016
50.7168,Expectations Index,Quebec,3/11/2016
49.6677,Expectations Index,Quebec,3/18/2016
51.2365,Expectations Index,Quebec,3/25/2016
53.5314,Expectations Index,Quebec,4/1/2016
52.504,Expectations Index,Quebec,4/8/2016
54.6916,Expectations Index,Quebec,4/15/2016
51.5723,Expectations Index,Quebec,4/22/2016
50.8379,Expectations Index,Quebec,4/29/2016
53.9133,Expectations Index,Quebec,5/6/2016
52.4929,Expectations Index,Quebec,5/13/2016
53.8859,Expectations Index,Quebec,5/20/2016
53.9235,Expectations Index,Quebec,5/27/2016
53.7556,Expectations Index,Quebec,6/3/2016
54.4399,Expectations Index,Quebec,6/10/2016
54.7419,Expectations Index,Quebec,6/17/2016
55.3025,Expectations Index,Quebec,6/24/2016
52.946,Expectations Index,Quebec,6/30/2016
52.5585,Expectations Index,Quebec,7/8/2016
54.1627,Expectations Index,Quebec,7/15/2016
54.7089,Expectations Index,Quebec,7/22/2016
57.7045,Expectations Index,Quebec,7/29/2016
58.3584,Expectations Index,Quebec,8/5/2016
57.7467,Expectations Index,Quebec,8/12/2016
57.6018,Expectations Index,Quebec,8/19/2016
56.2145,Expectations Index,Quebec,8/26/2016
56.2659,Expectations Index,Quebec,9/2/2016
55.51,Expectations Index,Quebec,9/9/2016
55.6295,Expectations Index,Quebec,9/16/2016
55.6945,Expectations Index,Quebec,9/23/2016
55.0648,Expectations Index,Quebec,9/30/2016
55.6267,Expectations Index,Quebec,10/7/2016
53.2653,Expectations Index,Quebec,10/14/2016
52.6167,Expectations Index,Quebec,10/21/2016
52.7657,Expectations Index,Quebec,10/28/2016
51.2896,Expectations Index,Quebec,11/4/2016
52.4051,Expectations Index,Quebec,11/11/2016
51.8805,Expectations Index,Quebec,11/18/2016
52.2808,Expectations Index,Quebec,11/25/2016
52.6658,Expectations Index,Quebec,12/2/2016
53.7415,Expectations Index,Quebec,12/9/2016
53.9492,Expectations Index,Quebec,12/16/2016
52.832,Expectations Index,Quebec,12/23/2016
52.9615,Expectations Index,Quebec,12/30/2016
51.4312,Expectations Index,Quebec,1/6/2017
51.0512,Expectations Index,Quebec,1/13/2017
52.044,Expectations Index,Quebec,1/20/2017
50.7056,Expectations Index,Quebec,1/27/2017
51.8957,Expectations Index,Quebec,2/3/2017
51.5271,Expectations Index,Quebec,2/10/2017
52.2502,Expectations Index,Quebec,2/17/2017
54.8274,Expectations Index,Quebec,2/24/2017
54.4566,Expectations Index,Quebec,3/3/2017
55.5551,Expectations Index,Quebec,3/10/2017
57.2259,Expectations Index,Quebec,3/17/2017
56.0316,Expectations Index,Quebec,3/24/2017
56.8036,Expectations Index,Quebec,3/31/2017
59.0903,Expectations Index,Quebec,4/7/2017
60.2239,Expectations Index,Quebec,4/13/2017
60.1124,Expectations Index,Quebec,4/21/2017
58.8355,Expectations Index,Quebec,4/28/2017
58.1122,Expectations Index,Quebec,5/5/2017
53.7305,Expectations Index,Quebec,5/12/2017
54.7726,Expectations Index,Quebec,5/19/2017
57.2513,Expectations Index,Quebec,5/26/2017
57.3959,Expectations Index,Quebec,6/2/2017
58.0864,Expectations Index,Quebec,6/9/2017
57.1972,Expectations Index,Quebec,6/16/2017
56.0225,Expectations Index,Quebec,6/23/2017
56.357,Expectations Index,Quebec,6/30/2017
55.9179,Expectations Index,Quebec,7/7/2017
55.4336,Expectations Index,Quebec,7/14/2017
55.9606,Expectations Index,Quebec,7/21/2017
56.6433,Expectations Index,Quebec,7/28/2017
57.5774,Expectations Index,Quebec,8/4/2017
58.1405,Expectations Index,Quebec,8/11/2017
57.3577,Expectations Index,Quebec,8/18/2017
56.0926,Expectations Index,Quebec,8/25/2017
55.2829,Expectations Index,Quebec,9/1/2017
57.5846,Expectations Index,Quebec,9/8/2017
58.5859,Expectations Index,Quebec,9/15/2017
60.2292,Expectations Index,Quebec,9/22/2017
61.2424,Expectations Index,Quebec,9/29/2017
60.5183,Expectations Index,Quebec,10/6/2017
59.5421,Expectations Index,Quebec,10/13/2017
56.9422,Expectations Index,Quebec,10/20/2017
54.4387,Expectations Index,Quebec,10/27/2017
54.8799,Expectations Index,Quebec,11/3/2017
56.2455,Expectations Index,Quebec,11/10/2017
58.8581,Expectations Index,Quebec,11/17/2017
58.2118,Expectations Index,Quebec,11/24/2017
59.8394,Expectations Index,Quebec,12/1/2017
61.8017,Expectations Index,Quebec,12/8/2017
60.733,Expectations Index,Quebec,12/15/2017
61.9863,Expectations Index,Quebec,12/22/2017
62.4618,Expectations Index,Quebec,12/29/2017
60.8066,Expectations Index,Quebec,1/5/2018
61.0861,Expectations Index,Quebec,1/12/2018
58.7323,Expectations Index,Quebec,1/19/2018
56.2536,Expectations Index,Quebec,1/26/2018
56.4606,Expectations Index,Quebec,2/2/2018
56.2527,Expectations Index,Quebec,2/9/2018
57.3027,Expectations Index,Quebec,2/16/2018
56.567,Expectations Index,Quebec,2/23/2018
55.1707,Expectations Index,Quebec,3/2/2018
54.8146,Expectations Index,Quebec,3/9/2018
56.5753,Expectations Index,Quebec,3/16/2018
57.3088,Expectations Index,Quebec,3/23/2018
60.2099,Expectations Index,Quebec,3/29/2018
61.2416,Expectations Index,Quebec,4/6/2018
61.0824,Expectations Index,Quebec,4/13/2018
60.8797,Expectations Index,Quebec,4/20/2018
60.4242,Expectations Index,Quebec,4/27/2018
60.527,Expectations Index,Quebec,5/4/2018
58.371,Expectations Index,Quebec,5/11/2018
57.7812,Expectations Index,Quebec,5/18/2018
55.3955,Expectations Index,Quebec,5/25/2018
54.4032,Expectations Index,Quebec,6/1/2018
54.3985,Expectations Index,Quebec,6/8/2018
53.8982,Expectations Index,Quebec,6/15/2018
52.621,Expectations Index,Quebec,6/22/2018
52.649,Expectations Index,Quebec,6/29/2018
52.5244,Expectations Index,Quebec,7/6/2018
52.245,Expectations Index,Quebec,7/13/2018
53.5159,Expectations Index,Quebec,7/20/2018
54.4192,Expectations Index,Quebec,7/27/2018
55.5485,Expectations Index,Quebec,8/3/2018
56.9941,Expectations Index,Quebec,8/10/2018
55.8628,Expectations Index,Quebec,8/17/2018
54.9446,Expectations Index,Quebec,8/24/2018
53.5977,Expectations Index,Quebec,8/31/2018
52.7198,Expectations Index,Quebec,9/7/2018
53.2698,Expectations Index,Quebec,9/14/2018
52.5539,Expectations Index,Quebec,9/21/2018
53.8069,Expectations Index,Quebec,9/28/2018
53.7102,Expectations Index,Quebec,10/5/2018
54.4691,Expectations Index,Quebec,10/12/2018
58.8326,Expectations Index,Quebec,10/19/2018
57.6004,Expectations Index,Quebec,10/26/2018
58.0584,Expectations Index,Quebec,11/2/2018
57.4644,Expectations Index,Quebec,11/9/2018
56.959,Expectations Index,Quebec,11/16/2018
54.3753,Expectations Index,Quebec,11/23/2018
54.0943,Expectations Index,Quebec,11/30/2018
55.0359,Expectations Index,Quebec,12/7/2018
55.4763,Expectations Index,Quebec,12/14/2018
59.9734,Expectations Index,Quebec,12/21/2018
59.6145,Expectations Index,Quebec,12/28/2018
59.6535,Expectations Index,Quebec,1/4/2019
59.4317,Expectations Index,Quebec,1/11/2019
59.2564,Expectations Index,Quebec,1/18/2019
59.3272,Expectations Index,Quebec,1/25/2019
59.7586,Expectations Index,Quebec,2/1/2019
59.07,Expectations Index,Quebec,2/8/2019
57.2341,Expectations Index,Quebec,2/15/2019
57.5221,Expectations Index,Quebec,2/22/2019
57.4963,Expectations Index,Quebec,3/1/2019
58.1782,Expectations Index,Quebec,3/8/2019
57.6417,Expectations Index,Quebec,3/15/2019
55.8072,Expectations Index,Quebec,3/22/2019
54.2239,Expectations Index,Quebec,3/29/2019
53.3571,Expectations Index,Quebec,4/5/2019
54.3253,Expectations Index,Quebec,4/12/2019
53.6687,Expectations Index,Quebec,4/19/2019
56.3201,Expectations Index,Quebec,4/26/2019
55.5448,Expectations Index,Quebec,5/3/2019
56.3045,Expectations Index,Quebec,5/10/2019
57.8759,Expectations Index,Quebec,5/17/2019
56.6087,Expectations Index,Quebec,5/24/2019
57.3303,Expectations Index,Quebec,5/31/2019
59.0361,Expectations Index,Quebec,6/7/2019
58.818,Expectations Index,Quebec,6/14/2019
60.9916,Expectations Index,Quebec,6/21/2019
61.3944,Expectations Index,Quebec,6/28/2019
61.7274,Expectations Index,Quebec,7/5/2019
62.9526,Expectations Index,Quebec,7/12/2019
60.2483,Expectations Index,Quebec,7/19/2019
59.3437,Expectations Index,Quebec,7/26/2019
58.4707,Expectations Index,Quebec,8/2/2019
58.9802,Expectations Index,Quebec,8/9/2019
59.1919,Expectations Index,Quebec,8/16/2019
59.5777,Expectations Index,Quebec,8/23/2019
59.7824,Expectations Index,Quebec,8/30/2019
59.614,Expectations Index,Quebec,9/6/2019
58.9187,Expectations Index,Quebec,9/13/2019
59.8227,Expectations Index,Quebec,9/20/2019
59.0425,Expectations Index,Quebec,9/27/2019
58.8184,Expectations Index,Quebec,10/4/2019
58.6456,Expectations Index,Quebec,10/11/2019
58.8871,Expectations Index,Quebec,10/18/2019
58.9716,Expectations Index,Quebec,10/25/2019
58.839,Expectations Index,Quebec,11/1/2019
60.5081,Expectations Index,Quebec,11/8/2019
60.8807,Expectations Index,Quebec,11/15/2019
61.3554,Expectations Index,Quebec,11/22/2019
61.2744,Expectations Index,Quebec,11/29/2019
62.2692,Expectations Index,Quebec,12/6/2019
61.2989,Expectations Index,Quebec,12/13/2019
61.619,Expectations Index,Quebec,12/20/2019
61.2217,Expectations Index,Quebec,12/27/2019
59.8874,Expectations Index,Quebec,1/3/2020
60.7796,Expectations Index,Quebec,1/10/2020
60.1878,Expectations Index,Quebec,1/17/2020
60.6506,Expectations Index,Quebec,1/24/2020
60.9417,Expectations Index,Quebec,1/31/2020
60.7392,Expectations Index,Quebec,2/7/2020
63.1952,Expectations Index,Quebec,2/14/2020
62.7067,Expectations Index,Quebec,2/21/2020
62.1209,Expectations Index,Quebec,2/28/2020
59.6696,Expectations Index,Quebec,3/6/2020
55.507,Expectations Index,Quebec,3/13/2020
50.4316,Expectations Index,Quebec,3/20/2020
40.7612,Expectations Index,Quebec,3/27/2020
32.5273,Expectations Index,Quebec,4/3/2020
28.636,Expectations Index,Quebec,4/10/2020
26.621,Expectations Index,Quebec,4/17/2020
27.8621,Expectations Index,Quebec,4/24/2020
29.57,Expectations Index,Quebec,5/1/2020
26.69,Expectations Index,Quebec,5/8/2020
25.55,Expectations Index,Quebec,5/15/2020
24.16,Expectations Index,Quebec,5/22/2020
24.34,Expectations Index,Quebec,5/29/2020
27.13,Expectations Index,Quebec,6/5/2020
30.36,Expectations Index,Quebec,6/12/2020
39.37,Expectations Index,Quebec,6/19/2020
38.91,Expectations Index,Quebec,6/26/2020
41.52,Expectations Index,Quebec,7/3/2020
40.43,Expectations Index,Quebec,7/10/2020
40.58,Expectations Index,Quebec,7/17/2020
45.09,Expectations Index,Quebec,7/24/2020
46.48,Expectations Index,Quebec,7/31/2020
49.47,Expectations Index,Quebec,8/7/2020
50.23,Expectations Index,Quebec,8/14/2020
51.79,Expectations Index,Quebec,8/21/2020
51.37,Expectations Index,Quebec,8/28/2020
52.28,Expectations Index,Quebec,9/4/2020
54.2,Expectations Index,Quebec,9/11/2020
51.82,Expectations Index,Quebec,9/18/2020
49.56,Expectations Index,Quebec,9/25/2020
48.54,Expectations Index,Quebec,10/2/2020
44.74,Expectations Index,Quebec,10/9/2020
45.16,Expectations Index,Quebec,10/16/2020
47.11,Expectations Index,Quebec,10/23/2020
47.35,Expectations Index,Quebec,10/30/2020
48.01,Expectations Index,Quebec,11/6/2020
46.12,Expectations Index,Quebec,11/13/2020
46.65,Expectations Index,Quebec,11/20/2020
