Bnccpbk,Calculation1,Category,Date
60.0091,Pocketbook Index,British Columbia,6/30/2008
58.3882,Pocketbook Index,British Columbia,9/30/2008
57.5659,Pocketbook Index,British Columbia,12/31/2008
49.3124,Pocketbook Index,British Columbia,3/31/2009
55.0762,Pocketbook Index,British Columbia,6/30/2009
56.3508,Pocketbook Index,British Columbia,9/30/2009
55.1332,Pocketbook Index,British Columbia,12/31/2009
56.3107,Pocketbook Index,British Columbia,3/31/2010
54.5252,Pocketbook Index,British Columbia,6/30/2010
55.7167,Pocketbook Index,British Columbia,9/30/2010
57.3023,Pocketbook Index,British Columbia,12/31/2010
63.8258,Pocketbook Index,British Columbia,3/31/2011
59.7263,Pocketbook Index,British Columbia,6/30/2011
60.9576,Pocketbook Index,British Columbia,9/30/2011
56.9322,Pocketbook Index,British Columbia,12/31/2011
53.846,Pocketbook Index,British Columbia,2/28/2012
51.9827,Pocketbook Index,British Columbia,3/31/2012
49.8756,Pocketbook Index,British Columbia,4/30/2012
51.426,Pocketbook Index,British Columbia,5/31/2012
50.5083,Pocketbook Index,British Columbia,6/30/2012
54.3944,Pocketbook Index,British Columbia,7/31/2012
52.1458,Pocketbook Index,British Columbia,8/31/2012
49.8113,Pocketbook Index,British Columbia,9/30/2012
51.684,Pocketbook Index,British Columbia,10/31/2012
48.3302,Pocketbook Index,British Columbia,11/30/2012
48.915,Pocketbook Index,British Columbia,12/31/2012
48.6161,Pocketbook Index,British Columbia,1/31/2013
48.2605,Pocketbook Index,British Columbia,2/28/2013
49.6449,Pocketbook Index,British Columbia,3/31/2013
50.719,Pocketbook Index,British Columbia,4/30/2013
51.8314,Pocketbook Index,British Columbia,5/24/2013
54.9462,Pocketbook Index,British Columbia,5/31/2013
56.7022,Pocketbook Index,British Columbia,6/7/2013
54.6578,Pocketbook Index,British Columbia,6/14/2013
56.3862,Pocketbook Index,British Columbia,6/21/2013
53.2692,Pocketbook Index,British Columbia,6/28/2013
55.1757,Pocketbook Index,British Columbia,7/5/2013
60.5543,Pocketbook Index,British Columbia,7/12/2013
60.9368,Pocketbook Index,British Columbia,7/19/2013
60.2983,Pocketbook Index,British Columbia,7/26/2013
60.5687,Pocketbook Index,British Columbia,8/2/2013
59.2142,Pocketbook Index,British Columbia,8/9/2013
58.3946,Pocketbook Index,British Columbia,8/16/2013
58.38,Pocketbook Index,British Columbia,8/23/2013
57.6338,Pocketbook Index,British Columbia,8/30/2013
58.1112,Pocketbook Index,British Columbia,9/6/2013
60.5022,Pocketbook Index,British Columbia,9/13/2013
59.5502,Pocketbook Index,British Columbia,9/20/2013
60.0201,Pocketbook Index,British Columbia,9/27/2013
61.0005,Pocketbook Index,British Columbia,10/4/2013
60.0522,Pocketbook Index,British Columbia,10/11/2013
60.8102,Pocketbook Index,British Columbia,10/18/2013
57.7056,Pocketbook Index,British Columbia,10/25/2013
56.7619,Pocketbook Index,British Columbia,11/1/2013
55.4862,Pocketbook Index,British Columbia,11/8/2013
55.134,Pocketbook Index,British Columbia,11/15/2013
59.7265,Pocketbook Index,British Columbia,11/22/2013
60.6102,Pocketbook Index,British Columbia,11/29/2013
61.2557,Pocketbook Index,British Columbia,12/6/2013
60.6543,Pocketbook Index,British Columbia,12/13/2013
57.8167,Pocketbook Index,British Columbia,12/20/2013
56.2702,Pocketbook Index,British Columbia,12/27/2013
53.7236,Pocketbook Index,British Columbia,1/3/2014
52.7248,Pocketbook Index,British Columbia,1/10/2014
52.7924,Pocketbook Index,British Columbia,1/17/2014
56.2005,Pocketbook Index,British Columbia,1/24/2014
58.6309,Pocketbook Index,British Columbia,1/31/2014
58.5883,Pocketbook Index,British Columbia,2/7/2014
59.2844,Pocketbook Index,British Columbia,2/14/2014
58.1807,Pocketbook Index,British Columbia,2/21/2014
60.1765,Pocketbook Index,British Columbia,2/28/2014
62.2479,Pocketbook Index,British Columbia,3/7/2014
62.2643,Pocketbook Index,British Columbia,3/14/2014
59.8211,Pocketbook Index,British Columbia,3/21/2014
58.9458,Pocketbook Index,British Columbia,3/28/2014
59.3315,Pocketbook Index,British Columbia,4/4/2014
58.9886,Pocketbook Index,British Columbia,4/11/2014
59.9364,Pocketbook Index,British Columbia,4/18/2014
60.4241,Pocketbook Index,British Columbia,4/25/2014
57.9684,Pocketbook Index,British Columbia,5/2/2014
59.9668,Pocketbook Index,British Columbia,5/9/2014
60.7152,Pocketbook Index,British Columbia,5/16/2014
60.0332,Pocketbook Index,British Columbia,5/23/2014
62.0969,Pocketbook Index,British Columbia,5/30/2014
60.8126,Pocketbook Index,British Columbia,6/6/2014
59.6449,Pocketbook Index,British Columbia,6/13/2014
57.5949,Pocketbook Index,British Columbia,6/20/2014
59.007,Pocketbook Index,British Columbia,6/27/2014
57.2523,Pocketbook Index,British Columbia,7/4/2014
56.3417,Pocketbook Index,British Columbia,7/11/2014
56.35,Pocketbook Index,British Columbia,7/18/2014
54.7549,Pocketbook Index,British Columbia,7/25/2014
56.6423,Pocketbook Index,British Columbia,8/1/2014
56.3443,Pocketbook Index,British Columbia,8/8/2014
57.4185,Pocketbook Index,British Columbia,8/15/2014
58.5182,Pocketbook Index,British Columbia,8/22/2014
56.7839,Pocketbook Index,British Columbia,8/29/2014
59.7738,Pocketbook Index,British Columbia,9/5/2014
58.9433,Pocketbook Index,British Columbia,9/12/2014
59.0937,Pocketbook Index,British Columbia,9/19/2014
61.6297,Pocketbook Index,British Columbia,9/26/2014
61.3009,Pocketbook Index,British Columbia,10/3/2014
63.0329,Pocketbook Index,British Columbia,10/10/2014
62.7439,Pocketbook Index,British Columbia,10/17/2014
61.599,Pocketbook Index,British Columbia,10/24/2014
60.2752,Pocketbook Index,British Columbia,10/31/2014
59.1703,Pocketbook Index,British Columbia,11/7/2014
60.4772,Pocketbook Index,British Columbia,11/14/2014
60.4417,Pocketbook Index,British Columbia,11/21/2014
62.3371,Pocketbook Index,British Columbia,11/28/2014
62.7776,Pocketbook Index,British Columbia,12/5/2014
61.0938,Pocketbook Index,British Columbia,12/12/2014
62.3813,Pocketbook Index,British Columbia,12/19/2014
61.0597,Pocketbook Index,British Columbia,12/26/2014
60.4309,Pocketbook Index,British Columbia,1/2/2015
61.2425,Pocketbook Index,British Columbia,1/9/2015
61.3013,Pocketbook Index,British Columbia,1/16/2015
61.7362,Pocketbook Index,British Columbia,1/23/2015
63.5195,Pocketbook Index,British Columbia,1/30/2015
63.7082,Pocketbook Index,British Columbia,2/6/2015
63.3541,Pocketbook Index,British Columbia,2/13/2015
61.1556,Pocketbook Index,British Columbia,2/20/2015
58.9928,Pocketbook Index,British Columbia,2/27/2015
59.6171,Pocketbook Index,British Columbia,3/6/2015
58.3571,Pocketbook Index,British Columbia,3/13/2015
61.0804,Pocketbook Index,British Columbia,3/20/2015
62.068,Pocketbook Index,British Columbia,3/27/2015
60.2551,Pocketbook Index,British Columbia,4/3/2015
61.267,Pocketbook Index,British Columbia,4/10/2015
60.6816,Pocketbook Index,British Columbia,4/17/2015
58.6648,Pocketbook Index,British Columbia,4/24/2015
59.9,Pocketbook Index,British Columbia,5/1/2015
59.1999,Pocketbook Index,British Columbia,5/8/2015
60.9979,Pocketbook Index,British Columbia,5/15/2015
62.257,Pocketbook Index,British Columbia,5/22/2015
62.0816,Pocketbook Index,British Columbia,5/29/2015
60.3421,Pocketbook Index,British Columbia,6/5/2015
59.1083,Pocketbook Index,British Columbia,6/12/2015
58.9128,Pocketbook Index,British Columbia,6/19/2015
57.3716,Pocketbook Index,British Columbia,6/26/2015
59.2265,Pocketbook Index,British Columbia,7/3/2015
58.6543,Pocketbook Index,British Columbia,7/10/2015
58.4456,Pocketbook Index,British Columbia,7/17/2015
58.1797,Pocketbook Index,British Columbia,7/24/2015
57.5257,Pocketbook Index,British Columbia,7/31/2015
55.7676,Pocketbook Index,British Columbia,8/7/2015
57.7449,Pocketbook Index,British Columbia,8/14/2015
58.1889,Pocketbook Index,British Columbia,8/21/2015
58.6048,Pocketbook Index,British Columbia,8/28/2015
59.5818,Pocketbook Index,British Columbia,9/4/2015
58.023,Pocketbook Index,British Columbia,9/11/2015
59.0223,Pocketbook Index,British Columbia,9/18/2015
58.5512,Pocketbook Index,British Columbia,9/25/2015
58.1384,Pocketbook Index,British Columbia,10/2/2015
57.596,Pocketbook Index,British Columbia,10/9/2015
57.3927,Pocketbook Index,British Columbia,10/16/2015
57.4404,Pocketbook Index,British Columbia,10/23/2015
57.962,Pocketbook Index,British Columbia,10/30/2015
60.2623,Pocketbook Index,British Columbia,11/6/2015
61.5954,Pocketbook Index,British Columbia,11/13/2015
61.0117,Pocketbook Index,British Columbia,11/20/2015
61.6084,Pocketbook Index,British Columbia,11/27/2015
59.8384,Pocketbook Index,British Columbia,12/4/2015
60.9123,Pocketbook Index,British Columbia,12/11/2015
61.9502,Pocketbook Index,British Columbia,12/18/2015
61.8165,Pocketbook Index,British Columbia,12/25/2015
64.1655,Pocketbook Index,British Columbia,1/1/2016
63.6211,Pocketbook Index,British Columbia,1/8/2016
64.0715,Pocketbook Index,British Columbia,1/15/2016
62.6661,Pocketbook Index,British Columbia,1/22/2016
58.912,Pocketbook Index,British Columbia,1/29/2016
56.9795,Pocketbook Index,British Columbia,2/5/2016
52.9872,Pocketbook Index,British Columbia,2/12/2016
53.6508,Pocketbook Index,British Columbia,2/19/2016
53.4474,Pocketbook Index,British Columbia,2/26/2016
51.9,Pocketbook Index,British Columbia,3/4/2016
55.0306,Pocketbook Index,British Columbia,3/11/2016
55.7867,Pocketbook Index,British Columbia,3/18/2016
58.5238,Pocketbook Index,British Columbia,3/25/2016
58.3197,Pocketbook Index,British Columbia,4/1/2016
57.613,Pocketbook Index,British Columbia,4/8/2016
56.6432,Pocketbook Index,British Columbia,4/15/2016
57.2989,Pocketbook Index,British Columbia,4/22/2016
62.7573,Pocketbook Index,British Columbia,4/29/2016
64.1453,Pocketbook Index,British Columbia,5/6/2016
66.1018,Pocketbook Index,British Columbia,5/13/2016
64.7327,Pocketbook Index,British Columbia,5/20/2016
59.3206,Pocketbook Index,British Columbia,5/27/2016
60.2341,Pocketbook Index,British Columbia,6/3/2016
59.9083,Pocketbook Index,British Columbia,6/10/2016
61.0069,Pocketbook Index,British Columbia,6/17/2016
62.6228,Pocketbook Index,British Columbia,6/24/2016
59.9524,Pocketbook Index,British Columbia,6/30/2016
59.2641,Pocketbook Index,British Columbia,7/8/2016
59.6293,Pocketbook Index,British Columbia,7/15/2016
58.8093,Pocketbook Index,British Columbia,7/22/2016
61.314,Pocketbook Index,British Columbia,7/29/2016
60.0377,Pocketbook Index,British Columbia,8/5/2016
58.7259,Pocketbook Index,British Columbia,8/12/2016
60.3559,Pocketbook Index,British Columbia,8/19/2016
60.394,Pocketbook Index,British Columbia,8/26/2016
62.0139,Pocketbook Index,British Columbia,9/2/2016
61.1536,Pocketbook Index,British Columbia,9/9/2016
59.4436,Pocketbook Index,British Columbia,9/16/2016
58.6997,Pocketbook Index,British Columbia,9/23/2016
56.4156,Pocketbook Index,British Columbia,9/30/2016
59.4719,Pocketbook Index,British Columbia,10/7/2016
59.1982,Pocketbook Index,British Columbia,10/14/2016
59.3263,Pocketbook Index,British Columbia,10/21/2016
61.4758,Pocketbook Index,British Columbia,10/28/2016
60.501,Pocketbook Index,British Columbia,11/4/2016
61.7914,Pocketbook Index,British Columbia,11/11/2016
60.7256,Pocketbook Index,British Columbia,11/18/2016
60.2606,Pocketbook Index,British Columbia,11/25/2016
60.3145,Pocketbook Index,British Columbia,12/2/2016
59.7569,Pocketbook Index,British Columbia,12/9/2016
62.13,Pocketbook Index,British Columbia,12/16/2016
63.1793,Pocketbook Index,British Columbia,12/23/2016
61.8768,Pocketbook Index,British Columbia,12/30/2016
60.7334,Pocketbook Index,British Columbia,1/6/2017
59.336,Pocketbook Index,British Columbia,1/13/2017
56.7891,Pocketbook Index,British Columbia,1/20/2017
60.7829,Pocketbook Index,British Columbia,1/27/2017
62.3006,Pocketbook Index,British Columbia,2/3/2017
62.7846,Pocketbook Index,British Columbia,2/10/2017
64.2749,Pocketbook Index,British Columbia,2/17/2017
62.9323,Pocketbook Index,British Columbia,2/24/2017
63.8809,Pocketbook Index,British Columbia,3/3/2017
63.6969,Pocketbook Index,British Columbia,3/10/2017
64.7619,Pocketbook Index,British Columbia,3/17/2017
63.0633,Pocketbook Index,British Columbia,3/24/2017
60.8468,Pocketbook Index,British Columbia,3/31/2017
60.8893,Pocketbook Index,British Columbia,4/7/2017
60.6551,Pocketbook Index,British Columbia,4/13/2017
60.6207,Pocketbook Index,British Columbia,4/21/2017
60.5002,Pocketbook Index,British Columbia,4/28/2017
62.0515,Pocketbook Index,British Columbia,5/5/2017
60.4263,Pocketbook Index,British Columbia,5/12/2017
62.0436,Pocketbook Index,British Columbia,5/19/2017
63.1902,Pocketbook Index,British Columbia,5/26/2017
62.3826,Pocketbook Index,British Columbia,6/2/2017
62.6171,Pocketbook Index,British Columbia,6/9/2017
62.4476,Pocketbook Index,British Columbia,6/16/2017
61.9527,Pocketbook Index,British Columbia,6/23/2017
61.3151,Pocketbook Index,British Columbia,6/30/2017
60.9226,Pocketbook Index,British Columbia,7/7/2017
59.3348,Pocketbook Index,British Columbia,7/14/2017
59.6791,Pocketbook Index,British Columbia,7/21/2017
62.1676,Pocketbook Index,British Columbia,7/28/2017
61.4371,Pocketbook Index,British Columbia,8/4/2017
64.1515,Pocketbook Index,British Columbia,8/11/2017
63.7507,Pocketbook Index,British Columbia,8/18/2017
62.0843,Pocketbook Index,British Columbia,8/25/2017
63.7644,Pocketbook Index,British Columbia,9/1/2017
61.2735,Pocketbook Index,British Columbia,9/8/2017
62.1346,Pocketbook Index,British Columbia,9/15/2017
62.0031,Pocketbook Index,British Columbia,9/22/2017
61.0428,Pocketbook Index,British Columbia,9/29/2017
60.8565,Pocketbook Index,British Columbia,10/6/2017
62.6475,Pocketbook Index,British Columbia,10/13/2017
64.0391,Pocketbook Index,British Columbia,10/20/2017
63.4799,Pocketbook Index,British Columbia,10/27/2017
65.5598,Pocketbook Index,British Columbia,11/3/2017
63.4907,Pocketbook Index,British Columbia,11/10/2017
62.662,Pocketbook Index,British Columbia,11/17/2017
61.6152,Pocketbook Index,British Columbia,11/24/2017
59.9451,Pocketbook Index,British Columbia,12/1/2017
59.8365,Pocketbook Index,British Columbia,12/8/2017
60.8687,Pocketbook Index,British Columbia,12/15/2017
61.3623,Pocketbook Index,British Columbia,12/22/2017
63.5433,Pocketbook Index,British Columbia,12/29/2017
64.8742,Pocketbook Index,British Columbia,1/5/2018
64.1977,Pocketbook Index,British Columbia,1/12/2018
64.5977,Pocketbook Index,British Columbia,1/19/2018
61.8959,Pocketbook Index,British Columbia,1/26/2018
59.5939,Pocketbook Index,British Columbia,2/2/2018
60.082,Pocketbook Index,British Columbia,2/9/2018
59.8048,Pocketbook Index,British Columbia,2/16/2018
60.8544,Pocketbook Index,British Columbia,2/23/2018
60.494,Pocketbook Index,British Columbia,3/2/2018
59.4919,Pocketbook Index,British Columbia,3/9/2018
58.9355,Pocketbook Index,British Columbia,3/16/2018
59.7358,Pocketbook Index,British Columbia,3/23/2018
60.9812,Pocketbook Index,British Columbia,3/29/2018
63.7908,Pocketbook Index,British Columbia,4/6/2018
63.0216,Pocketbook Index,British Columbia,4/13/2018
63.1895,Pocketbook Index,British Columbia,4/20/2018
62.8807,Pocketbook Index,British Columbia,4/27/2018
61.8471,Pocketbook Index,British Columbia,5/4/2018
65.3097,Pocketbook Index,British Columbia,5/11/2018
63.7656,Pocketbook Index,British Columbia,5/18/2018
62.096,Pocketbook Index,British Columbia,5/25/2018
65.8369,Pocketbook Index,British Columbia,6/1/2018
65.7741,Pocketbook Index,British Columbia,6/8/2018
62.3229,Pocketbook Index,British Columbia,6/15/2018
61.3849,Pocketbook Index,British Columbia,6/22/2018
58.6644,Pocketbook Index,British Columbia,6/29/2018
59.1926,Pocketbook Index,British Columbia,7/6/2018
59.9043,Pocketbook Index,British Columbia,7/13/2018
61.9231,Pocketbook Index,British Columbia,7/20/2018
62.5378,Pocketbook Index,British Columbia,7/27/2018
64.7821,Pocketbook Index,British Columbia,8/3/2018
63.928,Pocketbook Index,British Columbia,8/10/2018
63.3731,Pocketbook Index,British Columbia,8/17/2018
64.2117,Pocketbook Index,British Columbia,8/24/2018
61.3185,Pocketbook Index,British Columbia,8/31/2018
60.7754,Pocketbook Index,British Columbia,9/7/2018
61.3627,Pocketbook Index,British Columbia,9/14/2018
60.297,Pocketbook Index,British Columbia,9/21/2018
60.2488,Pocketbook Index,British Columbia,9/28/2018
62.159,Pocketbook Index,British Columbia,10/5/2018
61.4843,Pocketbook Index,British Columbia,10/12/2018
61.2912,Pocketbook Index,British Columbia,10/19/2018
63.0472,Pocketbook Index,British Columbia,10/26/2018
62.0668,Pocketbook Index,British Columbia,11/2/2018
62.4001,Pocketbook Index,British Columbia,11/9/2018
60.8958,Pocketbook Index,British Columbia,11/16/2018
61.5007,Pocketbook Index,British Columbia,11/23/2018
59.3333,Pocketbook Index,British Columbia,11/30/2018
57.4393,Pocketbook Index,British Columbia,12/7/2018
57.4062,Pocketbook Index,British Columbia,12/14/2018
56.7009,Pocketbook Index,British Columbia,12/21/2018
58.3342,Pocketbook Index,British Columbia,12/28/2018
59.2806,Pocketbook Index,British Columbia,1/4/2019
59.3347,Pocketbook Index,British Columbia,1/11/2019
60.4134,Pocketbook Index,British Columbia,1/18/2019
59.1775,Pocketbook Index,British Columbia,1/25/2019
58.1619,Pocketbook Index,British Columbia,2/1/2019
62.8672,Pocketbook Index,British Columbia,2/8/2019
61.877,Pocketbook Index,British Columbia,2/15/2019
61.4719,Pocketbook Index,British Columbia,2/22/2019
62.6679,Pocketbook Index,British Columbia,3/1/2019
61.1131,Pocketbook Index,British Columbia,3/8/2019
58.7274,Pocketbook Index,British Columbia,3/15/2019
57.8696,Pocketbook Index,British Columbia,3/22/2019
58.4715,Pocketbook Index,British Columbia,3/29/2019
60.4435,Pocketbook Index,British Columbia,4/5/2019
60.6655,Pocketbook Index,British Columbia,4/12/2019
62.3224,Pocketbook Index,British Columbia,4/19/2019
60.3337,Pocketbook Index,British Columbia,4/26/2019
57.5557,Pocketbook Index,British Columbia,5/3/2019
56.5337,Pocketbook Index,British Columbia,5/10/2019
53.7414,Pocketbook Index,British Columbia,5/17/2019
57.1162,Pocketbook Index,British Columbia,5/24/2019
55.7446,Pocketbook Index,British Columbia,5/31/2019
57.0523,Pocketbook Index,British Columbia,6/7/2019
61.6535,Pocketbook Index,British Columbia,6/14/2019
58.6218,Pocketbook Index,British Columbia,6/21/2019
60.6152,Pocketbook Index,British Columbia,6/28/2019
61.675,Pocketbook Index,British Columbia,7/5/2019
60.3453,Pocketbook Index,British Columbia,7/12/2019
63.5481,Pocketbook Index,British Columbia,7/19/2019
64.3279,Pocketbook Index,British Columbia,7/26/2019
63.3403,Pocketbook Index,British Columbia,8/2/2019
64.8016,Pocketbook Index,British Columbia,8/9/2019
63.419,Pocketbook Index,British Columbia,8/16/2019
61.5774,Pocketbook Index,British Columbia,8/23/2019
62.5661,Pocketbook Index,British Columbia,8/30/2019
61.7652,Pocketbook Index,British Columbia,9/6/2019
62.74,Pocketbook Index,British Columbia,9/13/2019
62.3439,Pocketbook Index,British Columbia,9/20/2019
59.1795,Pocketbook Index,British Columbia,9/27/2019
58.8067,Pocketbook Index,British Columbia,10/4/2019
58.6411,Pocketbook Index,British Columbia,10/11/2019
58.5076,Pocketbook Index,British Columbia,10/18/2019
60.1632,Pocketbook Index,British Columbia,10/25/2019
59.5781,Pocketbook Index,British Columbia,11/1/2019
60.3509,Pocketbook Index,British Columbia,11/8/2019
62.3223,Pocketbook Index,British Columbia,11/15/2019
58.0188,Pocketbook Index,British Columbia,11/22/2019
59.1341,Pocketbook Index,British Columbia,11/29/2019
55.2482,Pocketbook Index,British Columbia,12/6/2019
54.8684,Pocketbook Index,British Columbia,12/13/2019
56.1518,Pocketbook Index,British Columbia,12/20/2019
57.1948,Pocketbook Index,British Columbia,12/27/2019
59.5866,Pocketbook Index,British Columbia,1/3/2020
60.102,Pocketbook Index,British Columbia,1/10/2020
59.0863,Pocketbook Index,British Columbia,1/17/2020
