Bnccpbk,Calculation1,Category,Date
56.46,Pocketbook Index,Ontario,9/18/2020
57.1,Pocketbook Index,Ontario,9/25/2020
58.81,Pocketbook Index,Ontario,10/2/2020
59.52,Pocketbook Index,Ontario,10/9/2020
59.52,Pocketbook Index,Ontario,10/16/2020
59.23,Pocketbook Index,Ontario,10/23/2020
59.19,Pocketbook Index,Ontario,10/30/2020
57.68,Pocketbook Index,Ontario,11/6/2020
57.92,Pocketbook Index,Ontario,11/13/2020
56.12,Pocketbook Index,Ontario,11/20/2020
54.74,Pocketbook Index,Ontario,11/27/2020
57.93,Pocketbook Index,Ontario,12/4/2020
57.93,Pocketbook Index,Ontario,12/11/2020
60.2,Pocketbook Index,Ontario,12/18/2020
59.67,Pocketbook Index,Ontario,12/25/2020
58.44,Pocketbook Index,Ontario,1/1/2021
58.07,Pocketbook Index,Ontario,1/8/2021
57.03,Pocketbook Index,Ontario,1/15/2021
58.09,Pocketbook Index,Ontario,1/22/2021
57.3,Pocketbook Index,Ontario,1/29/2021
58.28,Pocketbook Index,Ontario,2/5/2021
57.99,Pocketbook Index,Ontario,2/12/2021
58.09,Pocketbook Index,Ontario,2/19/2021
60.22,Pocketbook Index,Ontario,2/26/2021
61.25,Pocketbook Index,Ontario,3/5/2021
62.21,Pocketbook Index,Ontario,3/12/2021
61.64,Pocketbook Index,Ontario,3/19/2021
61,Pocketbook Index,Ontario,3/26/2021
58.86,Pocketbook Index,Ontario,4/2/2021
59.32,Pocketbook Index,Ontario,4/9/2021
60.02,Pocketbook Index,Ontario,4/16/2021
50.5645,Pocketbook Index,Quebec,6/30/2008
55.7395,Pocketbook Index,Quebec,9/30/2008
51.1012,Pocketbook Index,Quebec,12/31/2008
53.4195,Pocketbook Index,Quebec,3/31/2009
54.7585,Pocketbook Index,Quebec,6/30/2009
51.2491,Pocketbook Index,Quebec,9/30/2009
53.3267,Pocketbook Index,Quebec,12/31/2009
54.4054,Pocketbook Index,Quebec,3/31/2010
58.4984,Pocketbook Index,Quebec,6/30/2010
55.6452,Pocketbook Index,Quebec,9/30/2010
59.667,Pocketbook Index,Quebec,12/31/2010
56.4932,Pocketbook Index,Quebec,3/31/2011
52.531,Pocketbook Index,Quebec,6/30/2011
54.0617,Pocketbook Index,Quebec,9/30/2011
49.1346,Pocketbook Index,Quebec,12/31/2011
52.804,Pocketbook Index,Quebec,2/28/2012
53.8208,Pocketbook Index,Quebec,3/31/2012
50.1306,Pocketbook Index,Quebec,4/30/2012
50.8152,Pocketbook Index,Quebec,5/31/2012
51.8283,Pocketbook Index,Quebec,6/30/2012
52.208,Pocketbook Index,Quebec,7/31/2012
50.4722,Pocketbook Index,Quebec,8/31/2012
50.4514,Pocketbook Index,Quebec,9/30/2012
51.8625,Pocketbook Index,Quebec,10/31/2012
50.2754,Pocketbook Index,Quebec,11/30/2012
50.6556,Pocketbook Index,Quebec,12/31/2012
53.4633,Pocketbook Index,Quebec,1/31/2013
45.748,Pocketbook Index,Quebec,2/28/2013
50.8011,Pocketbook Index,Quebec,3/31/2013
50.9265,Pocketbook Index,Quebec,4/30/2013
52.4591,Pocketbook Index,Quebec,5/24/2013
53.1687,Pocketbook Index,Quebec,5/31/2013
57.2135,Pocketbook Index,Quebec,6/7/2013
56.5349,Pocketbook Index,Quebec,6/14/2013
56.0502,Pocketbook Index,Quebec,6/21/2013
59.4137,Pocketbook Index,Quebec,6/28/2013
59.9527,Pocketbook Index,Quebec,7/5/2013
60.4641,Pocketbook Index,Quebec,7/12/2013
61.5924,Pocketbook Index,Quebec,7/19/2013
61.1146,Pocketbook Index,Quebec,7/26/2013
60.4344,Pocketbook Index,Quebec,8/2/2013
59.0195,Pocketbook Index,Quebec,8/9/2013
57.9313,Pocketbook Index,Quebec,8/16/2013
56.2686,Pocketbook Index,Quebec,8/23/2013
58.5443,Pocketbook Index,Quebec,8/30/2013
60.3652,Pocketbook Index,Quebec,9/6/2013
60.6169,Pocketbook Index,Quebec,9/13/2013
60.5999,Pocketbook Index,Quebec,9/20/2013
60.7431,Pocketbook Index,Quebec,9/27/2013
60.2671,Pocketbook Index,Quebec,10/4/2013
60.8738,Pocketbook Index,Quebec,10/11/2013
61.3838,Pocketbook Index,Quebec,10/18/2013
59.7831,Pocketbook Index,Quebec,10/25/2013
60.9865,Pocketbook Index,Quebec,11/1/2013
60.0145,Pocketbook Index,Quebec,11/8/2013
61.1071,Pocketbook Index,Quebec,11/15/2013
61.4872,Pocketbook Index,Quebec,11/22/2013
59.9255,Pocketbook Index,Quebec,11/29/2013
61.1009,Pocketbook Index,Quebec,12/6/2013
59.7527,Pocketbook Index,Quebec,12/13/2013
59.7501,Pocketbook Index,Quebec,12/20/2013
60.8583,Pocketbook Index,Quebec,12/27/2013
61.5009,Pocketbook Index,Quebec,1/3/2014
61.1672,Pocketbook Index,Quebec,1/10/2014
60.8577,Pocketbook Index,Quebec,1/17/2014
60.0278,Pocketbook Index,Quebec,1/24/2014
58.4619,Pocketbook Index,Quebec,1/31/2014
60.2123,Pocketbook Index,Quebec,2/7/2014
61.8399,Pocketbook Index,Quebec,2/14/2014
62.764,Pocketbook Index,Quebec,2/21/2014
64.4826,Pocketbook Index,Quebec,2/28/2014
65.3702,Pocketbook Index,Quebec,3/7/2014
63.1024,Pocketbook Index,Quebec,3/14/2014
60.5643,Pocketbook Index,Quebec,3/21/2014
59.3871,Pocketbook Index,Quebec,3/28/2014
56.0342,Pocketbook Index,Quebec,4/4/2014
57.0658,Pocketbook Index,Quebec,4/11/2014
57.3461,Pocketbook Index,Quebec,4/18/2014
56.7991,Pocketbook Index,Quebec,4/25/2014
57.711,Pocketbook Index,Quebec,5/2/2014
57.4026,Pocketbook Index,Quebec,5/9/2014
59.5995,Pocketbook Index,Quebec,5/16/2014
60.4999,Pocketbook Index,Quebec,5/23/2014
60.8016,Pocketbook Index,Quebec,5/30/2014
61.5504,Pocketbook Index,Quebec,6/6/2014
61.8131,Pocketbook Index,Quebec,6/13/2014
61.2199,Pocketbook Index,Quebec,6/20/2014
61.2505,Pocketbook Index,Quebec,6/27/2014
59.9571,Pocketbook Index,Quebec,7/4/2014
57.7067,Pocketbook Index,Quebec,7/11/2014
57.7014,Pocketbook Index,Quebec,7/18/2014
58.3871,Pocketbook Index,Quebec,7/25/2014
59.3044,Pocketbook Index,Quebec,8/1/2014
61.2247,Pocketbook Index,Quebec,8/8/2014
62.1542,Pocketbook Index,Quebec,8/15/2014
59.9896,Pocketbook Index,Quebec,8/22/2014
60.3776,Pocketbook Index,Quebec,8/29/2014
60.252,Pocketbook Index,Quebec,9/5/2014
58.3502,Pocketbook Index,Quebec,9/12/2014
60.3476,Pocketbook Index,Quebec,9/19/2014
59.5547,Pocketbook Index,Quebec,9/26/2014
58.0732,Pocketbook Index,Quebec,10/3/2014
59.1145,Pocketbook Index,Quebec,10/10/2014
59.4456,Pocketbook Index,Quebec,10/17/2014
60.4917,Pocketbook Index,Quebec,10/24/2014
60.6263,Pocketbook Index,Quebec,10/31/2014
59.4625,Pocketbook Index,Quebec,11/7/2014
59.9442,Pocketbook Index,Quebec,11/14/2014
59.3753,Pocketbook Index,Quebec,11/21/2014
60.7048,Pocketbook Index,Quebec,11/28/2014
60.6927,Pocketbook Index,Quebec,12/5/2014
58.8531,Pocketbook Index,Quebec,12/12/2014
57.6963,Pocketbook Index,Quebec,12/19/2014
56.3235,Pocketbook Index,Quebec,12/26/2014
56.9384,Pocketbook Index,Quebec,1/2/2015
58.1353,Pocketbook Index,Quebec,1/9/2015
58.3454,Pocketbook Index,Quebec,1/16/2015
60.6565,Pocketbook Index,Quebec,1/23/2015
62.7737,Pocketbook Index,Quebec,1/30/2015
62.7023,Pocketbook Index,Quebec,2/6/2015
63.5521,Pocketbook Index,Quebec,2/13/2015
59.4061,Pocketbook Index,Quebec,2/20/2015
58.5274,Pocketbook Index,Quebec,2/27/2015
59.2907,Pocketbook Index,Quebec,3/6/2015
58.5724,Pocketbook Index,Quebec,3/13/2015
61.1182,Pocketbook Index,Quebec,3/20/2015
60.6827,Pocketbook Index,Quebec,3/27/2015
58.2968,Pocketbook Index,Quebec,4/3/2015
60.1722,Pocketbook Index,Quebec,4/10/2015
60.0845,Pocketbook Index,Quebec,4/17/2015
59.1448,Pocketbook Index,Quebec,4/24/2015
60.0776,Pocketbook Index,Quebec,5/1/2015
58.104,Pocketbook Index,Quebec,5/8/2015
58.7494,Pocketbook Index,Quebec,5/15/2015
58.6835,Pocketbook Index,Quebec,5/22/2015
59.2601,Pocketbook Index,Quebec,5/29/2015
60.6668,Pocketbook Index,Quebec,6/5/2015
59.738,Pocketbook Index,Quebec,6/12/2015
60.5872,Pocketbook Index,Quebec,6/19/2015
60.7523,Pocketbook Index,Quebec,6/26/2015
59.2105,Pocketbook Index,Quebec,7/3/2015
60.4319,Pocketbook Index,Quebec,7/10/2015
59.0777,Pocketbook Index,Quebec,7/17/2015
58.806,Pocketbook Index,Quebec,7/24/2015
58.4181,Pocketbook Index,Quebec,7/31/2015
57.2651,Pocketbook Index,Quebec,8/7/2015
56.445,Pocketbook Index,Quebec,8/14/2015
57.43,Pocketbook Index,Quebec,8/21/2015
58.3121,Pocketbook Index,Quebec,8/28/2015
57.5344,Pocketbook Index,Quebec,9/4/2015
60.0944,Pocketbook Index,Quebec,9/11/2015
58.2969,Pocketbook Index,Quebec,9/18/2015
57.8191,Pocketbook Index,Quebec,9/25/2015
57.9643,Pocketbook Index,Quebec,10/2/2015
57.1104,Pocketbook Index,Quebec,10/9/2015
56.2842,Pocketbook Index,Quebec,10/16/2015
57.4182,Pocketbook Index,Quebec,10/23/2015
56.9112,Pocketbook Index,Quebec,10/30/2015
57.1509,Pocketbook Index,Quebec,11/6/2015
56.9751,Pocketbook Index,Quebec,11/13/2015
57.9176,Pocketbook Index,Quebec,11/20/2015
58.7356,Pocketbook Index,Quebec,11/27/2015
57.5441,Pocketbook Index,Quebec,12/4/2015
58.7929,Pocketbook Index,Quebec,12/11/2015
56.966,Pocketbook Index,Quebec,12/18/2015
57.1463,Pocketbook Index,Quebec,12/25/2015
58.545,Pocketbook Index,Quebec,1/1/2016
60.3245,Pocketbook Index,Quebec,1/8/2016
60.2039,Pocketbook Index,Quebec,1/15/2016
60.4964,Pocketbook Index,Quebec,1/22/2016
59.5214,Pocketbook Index,Quebec,1/29/2016
57.9309,Pocketbook Index,Quebec,2/5/2016
59.8778,Pocketbook Index,Quebec,2/12/2016
58.0628,Pocketbook Index,Quebec,2/19/2016
58.2831,Pocketbook Index,Quebec,2/26/2016
58.524,Pocketbook Index,Quebec,3/4/2016
57.5676,Pocketbook Index,Quebec,3/11/2016
57.3791,Pocketbook Index,Quebec,3/18/2016
56.9011,Pocketbook Index,Quebec,3/25/2016
57.2254,Pocketbook Index,Quebec,4/1/2016
56.4794,Pocketbook Index,Quebec,4/8/2016
59.5908,Pocketbook Index,Quebec,4/15/2016
58.666,Pocketbook Index,Quebec,4/22/2016
57.6305,Pocketbook Index,Quebec,4/29/2016
58.6236,Pocketbook Index,Quebec,5/6/2016
58.4214,Pocketbook Index,Quebec,5/13/2016
60.1607,Pocketbook Index,Quebec,5/20/2016
61.6668,Pocketbook Index,Quebec,5/27/2016
62.1877,Pocketbook Index,Quebec,6/3/2016
61.2477,Pocketbook Index,Quebec,6/10/2016
61.3279,Pocketbook Index,Quebec,6/17/2016
60.1086,Pocketbook Index,Quebec,6/24/2016
57.6737,Pocketbook Index,Quebec,6/30/2016
58.9231,Pocketbook Index,Quebec,7/8/2016
59.3528,Pocketbook Index,Quebec,7/15/2016
60.0375,Pocketbook Index,Quebec,7/22/2016
62.3837,Pocketbook Index,Quebec,7/29/2016
62.4205,Pocketbook Index,Quebec,8/5/2016
61.7558,Pocketbook Index,Quebec,8/12/2016
62.9785,Pocketbook Index,Quebec,8/19/2016
63.4813,Pocketbook Index,Quebec,8/26/2016
61.823,Pocketbook Index,Quebec,9/2/2016
63.7468,Pocketbook Index,Quebec,9/9/2016
62.7433,Pocketbook Index,Quebec,9/16/2016
61.3115,Pocketbook Index,Quebec,9/23/2016
63.8117,Pocketbook Index,Quebec,9/30/2016
63.3971,Pocketbook Index,Quebec,10/7/2016
63.7093,Pocketbook Index,Quebec,10/14/2016
65.1485,Pocketbook Index,Quebec,10/21/2016
64.3027,Pocketbook Index,Quebec,10/28/2016
62.4486,Pocketbook Index,Quebec,11/4/2016
61.9358,Pocketbook Index,Quebec,11/11/2016
60.3355,Pocketbook Index,Quebec,11/18/2016
61.6235,Pocketbook Index,Quebec,11/25/2016
63.7923,Pocketbook Index,Quebec,12/2/2016
64.506,Pocketbook Index,Quebec,12/9/2016
65.008,Pocketbook Index,Quebec,12/16/2016
64.4284,Pocketbook Index,Quebec,12/23/2016
62.3109,Pocketbook Index,Quebec,12/30/2016
62.0264,Pocketbook Index,Quebec,1/6/2017
62.4013,Pocketbook Index,Quebec,1/13/2017
62.824,Pocketbook Index,Quebec,1/20/2017
63.7863,Pocketbook Index,Quebec,1/27/2017
64.0059,Pocketbook Index,Quebec,2/3/2017
64.2333,Pocketbook Index,Quebec,2/10/2017
63.9067,Pocketbook Index,Quebec,2/17/2017
64.2675,Pocketbook Index,Quebec,2/24/2017
62.9538,Pocketbook Index,Quebec,3/3/2017
61.7917,Pocketbook Index,Quebec,3/10/2017
63.1862,Pocketbook Index,Quebec,3/17/2017
62.9507,Pocketbook Index,Quebec,3/24/2017
63.2374,Pocketbook Index,Quebec,3/31/2017
63.3277,Pocketbook Index,Quebec,4/7/2017
63.4578,Pocketbook Index,Quebec,4/13/2017
63.1876,Pocketbook Index,Quebec,4/21/2017
63.2512,Pocketbook Index,Quebec,4/28/2017
63.5806,Pocketbook Index,Quebec,5/5/2017
61.4882,Pocketbook Index,Quebec,5/12/2017
62.3119,Pocketbook Index,Quebec,5/19/2017
64.5623,Pocketbook Index,Quebec,5/26/2017
63.6306,Pocketbook Index,Quebec,6/2/2017
64.514,Pocketbook Index,Quebec,6/9/2017
64.3669,Pocketbook Index,Quebec,6/16/2017
63.6459,Pocketbook Index,Quebec,6/23/2017
62.4928,Pocketbook Index,Quebec,6/30/2017
63.6008,Pocketbook Index,Quebec,7/7/2017
63.7307,Pocketbook Index,Quebec,7/14/2017
62.9169,Pocketbook Index,Quebec,7/21/2017
65.8681,Pocketbook Index,Quebec,7/28/2017
66.2572,Pocketbook Index,Quebec,8/4/2017
66.1123,Pocketbook Index,Quebec,8/11/2017
67.571,Pocketbook Index,Quebec,8/18/2017
65.43,Pocketbook Index,Quebec,8/25/2017
63.7978,Pocketbook Index,Quebec,9/1/2017
64.9895,Pocketbook Index,Quebec,9/8/2017
64.4855,Pocketbook Index,Quebec,9/15/2017
64.7131,Pocketbook Index,Quebec,9/22/2017
65.3487,Pocketbook Index,Quebec,9/29/2017
64.1668,Pocketbook Index,Quebec,10/6/2017
63.1231,Pocketbook Index,Quebec,10/13/2017
63.7776,Pocketbook Index,Quebec,10/20/2017
61.6633,Pocketbook Index,Quebec,10/27/2017
63.0744,Pocketbook Index,Quebec,11/3/2017
62.9467,Pocketbook Index,Quebec,11/10/2017
64.425,Pocketbook Index,Quebec,11/17/2017
65.6329,Pocketbook Index,Quebec,11/24/2017
65.2828,Pocketbook Index,Quebec,12/1/2017
64.6052,Pocketbook Index,Quebec,12/8/2017
65.294,Pocketbook Index,Quebec,12/15/2017
64.7168,Pocketbook Index,Quebec,12/22/2017
67.9226,Pocketbook Index,Quebec,12/29/2017
70.2361,Pocketbook Index,Quebec,1/5/2018
68.3546,Pocketbook Index,Quebec,1/12/2018
68.6395,Pocketbook Index,Quebec,1/19/2018
65.6425,Pocketbook Index,Quebec,1/26/2018
64.7112,Pocketbook Index,Quebec,2/2/2018
64.2568,Pocketbook Index,Quebec,2/9/2018
64.3736,Pocketbook Index,Quebec,2/16/2018
65.7262,Pocketbook Index,Quebec,2/23/2018
66.3959,Pocketbook Index,Quebec,3/2/2018
67.1463,Pocketbook Index,Quebec,3/9/2018
66.1589,Pocketbook Index,Quebec,3/16/2018
64.746,Pocketbook Index,Quebec,3/23/2018
65.7461,Pocketbook Index,Quebec,3/29/2018
67.1206,Pocketbook Index,Quebec,4/6/2018
66.0068,Pocketbook Index,Quebec,4/13/2018
66.4224,Pocketbook Index,Quebec,4/20/2018
65.8375,Pocketbook Index,Quebec,4/27/2018
66.4183,Pocketbook Index,Quebec,5/4/2018
67.0828,Pocketbook Index,Quebec,5/11/2018
67.0446,Pocketbook Index,Quebec,5/18/2018
65.3893,Pocketbook Index,Quebec,5/25/2018
65.1411,Pocketbook Index,Quebec,6/1/2018
65.9044,Pocketbook Index,Quebec,6/8/2018
65.7724,Pocketbook Index,Quebec,6/15/2018
65.8024,Pocketbook Index,Quebec,6/22/2018
63.7434,Pocketbook Index,Quebec,6/29/2018
63.5965,Pocketbook Index,Quebec,7/6/2018
64.0944,Pocketbook Index,Quebec,7/13/2018
66.0694,Pocketbook Index,Quebec,7/20/2018
66.1689,Pocketbook Index,Quebec,7/27/2018
66.3237,Pocketbook Index,Quebec,8/3/2018
65.2576,Pocketbook Index,Quebec,8/10/2018
64.3801,Pocketbook Index,Quebec,8/17/2018
66.0514,Pocketbook Index,Quebec,8/24/2018
65.4294,Pocketbook Index,Quebec,8/31/2018
67.3664,Pocketbook Index,Quebec,9/7/2018
67.5179,Pocketbook Index,Quebec,9/14/2018
66.2844,Pocketbook Index,Quebec,9/21/2018
65.8363,Pocketbook Index,Quebec,9/28/2018
65.3115,Pocketbook Index,Quebec,10/5/2018
64.5036,Pocketbook Index,Quebec,10/12/2018
64.2001,Pocketbook Index,Quebec,10/19/2018
65.3365,Pocketbook Index,Quebec,10/26/2018
64.8822,Pocketbook Index,Quebec,11/2/2018
65.5129,Pocketbook Index,Quebec,11/9/2018
66.4681,Pocketbook Index,Quebec,11/16/2018
65.4056,Pocketbook Index,Quebec,11/23/2018
66.0026,Pocketbook Index,Quebec,11/30/2018
66.598,Pocketbook Index,Quebec,12/7/2018
66.3308,Pocketbook Index,Quebec,12/14/2018
67.4287,Pocketbook Index,Quebec,12/21/2018
66.7319,Pocketbook Index,Quebec,12/28/2018
66.1399,Pocketbook Index,Quebec,1/4/2019
62.9144,Pocketbook Index,Quebec,1/11/2019
62.4971,Pocketbook Index,Quebec,1/18/2019
62.6754,Pocketbook Index,Quebec,1/25/2019
61.7554,Pocketbook Index,Quebec,2/1/2019
63.9751,Pocketbook Index,Quebec,2/8/2019
64.1908,Pocketbook Index,Quebec,2/15/2019
62.1788,Pocketbook Index,Quebec,2/22/2019
62.0352,Pocketbook Index,Quebec,3/1/2019
63.7371,Pocketbook Index,Quebec,3/8/2019
65.7925,Pocketbook Index,Quebec,3/15/2019
68.3962,Pocketbook Index,Quebec,3/22/2019
69.8262,Pocketbook Index,Quebec,3/29/2019
69.8601,Pocketbook Index,Quebec,4/5/2019
68.7198,Pocketbook Index,Quebec,4/12/2019
67.7311,Pocketbook Index,Quebec,4/19/2019
66.8213,Pocketbook Index,Quebec,4/26/2019
66.1115,Pocketbook Index,Quebec,5/3/2019
65.7734,Pocketbook Index,Quebec,5/10/2019
65.4559,Pocketbook Index,Quebec,5/17/2019
65.8234,Pocketbook Index,Quebec,5/24/2019
66.0899,Pocketbook Index,Quebec,5/31/2019
66.9951,Pocketbook Index,Quebec,6/7/2019
66.0926,Pocketbook Index,Quebec,6/14/2019
68.1126,Pocketbook Index,Quebec,6/21/2019
68.3594,Pocketbook Index,Quebec,6/28/2019
68.4441,Pocketbook Index,Quebec,7/5/2019
70.8555,Pocketbook Index,Quebec,7/12/2019
67.8922,Pocketbook Index,Quebec,7/19/2019
70.1326,Pocketbook Index,Quebec,7/26/2019
70.3557,Pocketbook Index,Quebec,8/2/2019
68.0242,Pocketbook Index,Quebec,8/9/2019
67.8187,Pocketbook Index,Quebec,8/16/2019
67.9293,Pocketbook Index,Quebec,8/23/2019
66.7443,Pocketbook Index,Quebec,8/30/2019
67.3152,Pocketbook Index,Quebec,9/6/2019
67.0457,Pocketbook Index,Quebec,9/13/2019
66.2211,Pocketbook Index,Quebec,9/20/2019
66.4696,Pocketbook Index,Quebec,9/27/2019
68.1711,Pocketbook Index,Quebec,10/4/2019
67.6845,Pocketbook Index,Quebec,10/11/2019
67.3263,Pocketbook Index,Quebec,10/18/2019
66.4561,Pocketbook Index,Quebec,10/25/2019
64.2252,Pocketbook Index,Quebec,11/1/2019
64.7841,Pocketbook Index,Quebec,11/8/2019
63.7849,Pocketbook Index,Quebec,11/15/2019
65.167,Pocketbook Index,Quebec,11/22/2019
65.9897,Pocketbook Index,Quebec,11/29/2019
67.6491,Pocketbook Index,Quebec,12/6/2019
66.7464,Pocketbook Index,Quebec,12/13/2019
67.3847,Pocketbook Index,Quebec,12/20/2019
66.9469,Pocketbook Index,Quebec,12/27/2019
65.3542,Pocketbook Index,Quebec,1/3/2020
66.5877,Pocketbook Index,Quebec,1/10/2020
64.4402,Pocketbook Index,Quebec,1/17/2020
64.9516,Pocketbook Index,Quebec,1/24/2020
64.1193,Pocketbook Index,Quebec,1/31/2020
63.7578,Pocketbook Index,Quebec,2/7/2020
66.3814,Pocketbook Index,Quebec,2/14/2020
66.0222,Pocketbook Index,Quebec,2/21/2020
66.1984,Pocketbook Index,Quebec,2/28/2020
66.3651,Pocketbook Index,Quebec,3/6/2020
65.1797,Pocketbook Index,Quebec,3/13/2020
65.6806,Pocketbook Index,Quebec,3/20/2020
63.4396,Pocketbook Index,Quebec,3/27/2020
61.0926,Pocketbook Index,Quebec,4/3/2020
59.6672,Pocketbook Index,Quebec,4/10/2020
57.28,Pocketbook Index,Quebec,4/17/2020
57.4482,Pocketbook Index,Quebec,4/24/2020
57.96,Pocketbook Index,Quebec,5/1/2020
56.59,Pocketbook Index,Quebec,5/8/2020
57.76,Pocketbook Index,Quebec,5/15/2020
59.64,Pocketbook Index,Quebec,5/22/2020
59.41,Pocketbook Index,Quebec,5/29/2020
60.56,Pocketbook Index,Quebec,6/5/2020
58.86,Pocketbook Index,Quebec,6/12/2020
56.29,Pocketbook Index,Quebec,6/19/2020
57.89,Pocketbook Index,Quebec,6/26/2020
58.32,Pocketbook Index,Quebec,7/3/2020
59.46,Pocketbook Index,Quebec,7/10/2020
58.94,Pocketbook Index,Quebec,7/17/2020
59.37,Pocketbook Index,Quebec,7/24/2020
59.44,Pocketbook Index,Quebec,7/31/2020
58.39,Pocketbook Index,Quebec,8/7/2020
58.08,Pocketbook Index,Quebec,8/14/2020
58.21,Pocketbook Index,Quebec,8/21/2020
58.98,Pocketbook Index,Quebec,8/28/2020
60.01,Pocketbook Index,Quebec,9/4/2020
62.14,Pocketbook Index,Quebec,9/11/2020
62,Pocketbook Index,Quebec,9/18/2020
63.18,Pocketbook Index,Quebec,9/25/2020
62.94,Pocketbook Index,Quebec,10/2/2020
61.72,Pocketbook Index,Quebec,10/9/2020
60.15,Pocketbook Index,Quebec,10/16/2020
59.53,Pocketbook Index,Quebec,10/23/2020
59.98,Pocketbook Index,Quebec,10/30/2020
61.2,Pocketbook Index,Quebec,11/6/2020
62.66,Pocketbook Index,Quebec,11/13/2020
63.23,Pocketbook Index,Quebec,11/20/2020
64.34,Pocketbook Index,Quebec,11/27/2020
64.35,Pocketbook Index,Quebec,12/4/2020
64.25,Pocketbook Index,Quebec,12/11/2020
64.16,Pocketbook Index,Quebec,12/18/2020
61.95,Pocketbook Index,Quebec,12/25/2020
61.7,Pocketbook Index,Quebec,1/1/2021
62.65,Pocketbook Index,Quebec,1/8/2021
61.88,Pocketbook Index,Quebec,1/15/2021
61.69,Pocketbook Index,Quebec,1/22/2021
60.96,Pocketbook Index,Quebec,1/29/2021
60.3,Pocketbook Index,Quebec,2/5/2021
62.42,Pocketbook Index,Quebec,2/12/2021
64.59,Pocketbook Index,Quebec,2/19/2021
65.52,Pocketbook Index,Quebec,2/26/2021
66.06,Pocketbook Index,Quebec,3/5/2021
65.29,Pocketbook Index,Quebec,3/12/2021
63.05,Pocketbook Index,Quebec,3/19/2021
62.71,Pocketbook Index,Quebec,3/26/2021
62.95,Pocketbook Index,Quebec,4/2/2021
63.9,Pocketbook Index,Quebec,4/9/2021
65.28,Pocketbook Index,Quebec,4/16/2021
